"","PROM_GRAL_2018","PROM_GRAL_2019","GEN_ALU","ASISTENCIA_2018"
"146716",6,6.4,"2",99
"146717",5.7,5.4,"2",90
"146718",6.1,6.3,"2",95
"146719",6.7,6.6,"2",100
"146720",5.3,5.1,"2",98
"146721",4.7,5.9,"2",98
"146722",5.8,5.5,"2",99
"146723",5.3,3.5,"1",86
"146724",5.4,5.5,"2",94
"146725",4.5,4.2,"1",94
"146726",6.4,6.6,"1",97
"146727",6.2,5.2,"2",94
"146728",5.3,4.7,"1",55
"146729",5.7,5.8,"2",88
"146730",5.1,4.9,"1",94
"146731",5,3.8,"2",85
"146732",5.9,5.7,"2",98
"146733",6.7,5.9,"2",98
"146734",6.4,6.8,"2",94
"146735",6.3,6.3,"1",96
"146736",5.2,4.8,"1",84
"146737",5.5,5.4,"2",93
"146738",5.1,5.3,"1",91
"146739",5.5,5,"1",97
"146740",5.4,5.8,"1",94
"146741",5.7,4,"1",90
"146742",5.7,5,"1",79
"146743",5.8,6.2,"1",95
"146744",5.2,5.8,"1",96
"146745",6.9,6.9,"1",99
"146746",5.6,5.4,"1",87
"146747",6,5.4,"1",98
"146748",4.7,5,"1",92
"146749",5.4,4.6,"2",63
"146750",5.3,5,"1",97
"146751",5.9,6.1,"2",94
"146752",5.6,5.4,"1",96
"146753",5.2,5.4,"1",90
"146754",6.2,5.2,"2",99
"146755",5,4.9,"2",91
"146756",6.4,6.2,"1",95
"146757",6.5,6.4,"1",98
"146758",6.7,6.7,"1",99
"146759",5.5,4.8,"2",87
"146760",6.8,6.4,"1",100
"146761",4.8,4.9,"2",95
"146762",4.8,5.2,"2",83
"146763",6.3,6,"1",97
"146764",5.3,5.5,"2",92
"146765",6.1,5.4,"2",100
"146766",5.8,5.7,"1",95
"146767",5.1,4.7,"2",93
"146768",4.7,4.5,"1",91
"146769",6.4,6.5,"2",98
"146770",5.2,4.7,"1",98
"146771",5.9,6.2,"1",87
"146772",6,6.1,"1",89
"146773",6.4,6.1,"2",95
"146774",6.9,6.9,"2",98
"146775",6.5,6.5,"2",91
"146776",4.7,4.5,"1",91
"146777",5.9,6.1,"2",94
"146778",6.5,5.7,"1",100
"146779",5.9,5.9,"1",100
"146780",5.1,6.1,"1",93
"146781",6.3,6.4,"2",94
"146782",5.1,5.6,"2",86
"146783",4.8,5.6,"2",81
"146784",5.8,6,"2",96
"146785",6.5,6.3,"1",93
"146786",6.2,5.9,"2",97
"146787",5.6,5.5,"1",97
"146788",6.2,6.3,"2",94
"146789",5.4,5.6,"1",87
"146790",5.4,5.6,"1",99
"146791",4.8,5.7,"2",97
"146792",5.3,5.5,"2",92
"146793",5.4,5.1,"1",79
"146794",6.2,6.2,"1",99
"146795",5.8,5,"1",97
"146796",5.8,6,"2",86
"146797",5.3,5.4,"1",99
"146798",5.7,5.5,"1",98
"146799",5.2,5.1,"1",93
"146800",6.1,6.3,"1",94
"146801",5.9,6,"1",96
"146802",5.8,5.8,"2",98
"146803",5.9,6.6,"2",95
"146804",6.1,6.3,"2",98
"146805",5,4.7,"1",100
"146806",6.1,5.6,"1",89
"146807",6.8,6.8,"1",93
"146808",5.3,4.6,"1",88
"146809",4.8,4.1,"1",73
"146810",4.9,4.7,"1",99
"146811",5.3,4.7,"1",84
"146812",5.8,5.5,"1",98
"146813",5.8,5.5,"2",98
"146814",5.7,5.4,"1",97
"146815",5.2,5,"1",95
"146816",5.3,4.9,"1",91
"146817",6.1,6,"2",96
"146818",5.7,5.8,"2",90
"146819",4.7,4.6,"2",87
"146820",4.8,5.2,"1",95
"146821",5.4,5.4,"1",95
"146822",5.4,4.7,"2",99
"146823",5.6,4.9,"1",98
"146824",5.3,5.1,"1",86
"146825",6.2,6.1,"2",99
"146826",5.4,5.8,"2",90
"146827",5.9,6.3,"2",97
"146828",5.2,4.9,"2",95
"146829",6.1,6.2,"2",93
"146830",6.1,6.6,"1",100
"146831",5.5,5.8,"2",95
"146832",5.1,5.1,"1",89
"146833",6,6.8,"2",100
"146834",5.4,5.2,"2",87
"146835",4.9,4.8,"1",99
"146836",6.6,6.5,"2",95
"146837",6.4,6.7,"2",91
"146838",4.7,3,"1",85
"146839",4.9,4.6,"2",94
"146840",5.6,5.9,"2",89
"146841",5.5,5.4,"2",94
"146842",6.3,6.4,"1",91
"146843",6.6,5.8,"1",94
"146844",4.9,4.7,"1",97
"146845",6.7,6.7,"2",99
"146846",5.1,4.7,"2",92
"146847",6.2,6.5,"2",97
"146848",5.1,5.2,"1",99
"146849",5.5,5.3,"1",92
"146850",4.5,5.4,"1",97
"146851",6.2,6.1,"1",90
"146852",6,5.4,"1",97
"146853",5.5,4.1,"1",99
"146854",5.7,5,"1",96
"146855",5.7,5.6,"2",96
"146856",5.9,6.4,"2",99
"146857",5.8,5.5,"1",94
"146858",5.2,5.3,"2",98
"146859",4.7,5.4,"2",99
"146860",6.9,7,"1",94
"146861",5.1,5.1,"1",93
"146862",5.9,5.6,"1",94
"146863",5.6,5.3,"1",84
"146864",6.4,6.5,"1",96
"146865",5.4,5.4,"1",85
"146866",4.5,4.7,"1",96
"146867",5.8,5.7,"1",93
"146868",6.8,6.9,"2",93
"146869",6.3,6.5,"2",100
"146870",6.4,5.3,"2",92
"146871",5.1,5.4,"1",95
"146872",4.9,6,"1",90
"146873",6.8,6.9,"2",94
"146874",5.5,5.6,"2",86
"146875",6.1,6.1,"2",89
"146876",5.8,5.7,"2",93
"146877",6,6,"2",96
"146878",6,6.1,"2",95
"146879",5.9,5.4,"2",97
"146880",6.4,6,"1",89
"146881",5.2,5.1,"1",99
"146882",5.4,5.2,"1",94
"146883",5.7,5.5,"1",97
"146884",6.3,6,"1",93
"146885",6,5.7,"2",93
"146886",6,6,"2",93
"146887",5.7,6,"1",91
"146888",4.9,5.3,"2",97
"146889",5.6,5.5,"1",98
"146890",6.6,6.6,"2",100
"146891",5.5,5.9,"1",97
"146892",5.4,4.8,"1",90
"146893",5.8,6,"1",100
"146894",5.6,5.8,"1",90
"146895",5.6,6.1,"2",93
"146896",5.7,6.1,"2",92
"146897",5.9,6.2,"2",96
"146898",4.6,4.8,"1",89
"146899",6.3,6.5,"2",98
"146900",6.4,6.6,"2",95
"146901",5.8,6.1,"1",94
"146902",5.6,5,"1",64
"146903",6,5.7,"1",76
"146904",6.1,5.7,"2",90
"146905",6.2,6.5,"2",96
"146906",5.2,5.4,"2",93
"146907",5.6,5.6,"2",94
"146908",5.2,5.3,"2",87
"146909",6,5.9,"1",99
"146910",5.5,5.1,"1",100
"146911",5.3,5.6,"1",95
"146912",6.5,6.3,"1",94
"146913",5.9,5.8,"1",87
"146914",6.6,6.4,"1",94
"146915",5.5,5.9,"2",97
"146916",5.4,5,"1",94
"146917",5.5,5.3,"2",88
"146918",5.1,4.9,"2",93
"146919",5.4,4.1,"1",98
"146920",4.9,4.7,"2",89
"146921",5.1,4.8,"2",90
"146922",5.3,5.5,"2",95
"146923",5.9,5.9,"2",96
"146924",6.3,6.3,"2",98
"146925",5.9,5.9,"1",95
"146926",6,5.7,"1",91
"146927",6.4,6.6,"2",94
"146928",4.9,4.8,"2",91
"146929",5.5,5.4,"2",85
"146930",6.3,6.3,"1",94
"146931",5.6,5.6,"1",94
"146932",6.3,6.5,"2",96
"146933",6.7,6.6,"2",96
"146934",6.1,6.1,"1",98
"146935",6.4,6.4,"2",97
"146936",4.8,5.4,"1",100
"146937",5.7,5.6,"1",88
"146938",5.2,5.3,"2",99
"146939",5.5,4.9,"1",96
"146940",5.2,5.6,"1",96
"146941",5,4.5,"1",89
"146942",6,5.9,"2",99
"146943",6.5,6.1,"2",98
"146944",6.5,6.2,"2",94
"146945",6.2,6.1,"1",98
"146946",6.4,6.7,"1",98
"146947",6.1,6,"1",95
"146948",5.2,5.3,"2",92
"146949",6.6,6.5,"1",94
"146950",6.1,6.2,"2",90
"146951",4.9,5.7,"1",95
"146952",5.7,5.9,"1",98
"146953",6.5,6,"2",92
"146954",6,5.5,"1",97
"146955",5.7,5.5,"2",83
"146956",5.6,3.9,"2",84
"146957",5.2,4.5,"1",98
"146958",5,5.1,"1",100
"146959",5.7,5.5,"1",100
"146960",5.1,5.2,"1",88
"146961",6,5.9,"1",100
"146962",5.7,5.8,"2",93
"146963",6,5.1,"1",92
"146964",5.5,5,"2",98
"146965",5.3,5.4,"2",89
"146966",6.4,5.6,"1",96
"146967",6,6,"1",99
"146968",5.4,5,"2",92
"146969",6.6,6.5,"2",99
"146970",5.4,3.9,"1",86
"146971",6.3,6,"2",92
"146972",6.2,6.3,"2",94
"146973",5,4.8,"2",99
"146974",6,5.8,"1",100
"146975",6.4,6.1,"1",92
"146976",5.6,5.8,"2",94
"146977",5.7,5.4,"2",100
"146978",6.8,6.4,"2",99
"146979",6.2,6.2,"2",98
"146980",6.4,6.3,"2",99
"146981",5.3,5.1,"2",84
"146982",6,5.9,"2",88
"146983",5.7,5.9,"1",91
"146984",6.4,6,"1",98
"146985",5.9,5.9,"2",88
"146986",5.8,6.2,"2",85
"146987",5.3,5.5,"2",98
"146988",6,6.1,"2",96
"146989",4.7,4.8,"2",90
"146990",6.4,6.3,"2",98
"146991",5.6,5.5,"1",97
"146992",4.7,5,"1",91
"146993",6.1,5.7,"1",89
"146994",5.9,5.7,"1",89
"146995",6.9,6.9,"2",94
"146996",5.2,5.2,"1",99
"146997",5.7,5.7,"1",94
"146998",5.5,5.8,"2",95
"146999",5.7,6.1,"2",92
"147000",5.8,5.9,"1",94
"147001",6,5,"1",97
"147002",5.7,4.3,"1",98
"147003",5.2,5.5,"2",93
"147004",5.4,4.7,"1",90
"147005",4.9,4.9,"2",92
"147006",5.8,5.7,"2",98
"147007",5.4,5.8,"2",90
"147008",5,4.9,"2",96
"147009",5.3,5.6,"2",100
"147010",6.4,5.5,"2",100
"147011",4.9,4.2,"1",94
"147012",6.5,6.3,"2",100
"147013",5.3,5,"1",99
"147014",5.5,5.1,"1",97
"147015",6.3,6.1,"1",95
"147016",6.3,6.2,"1",98
"147017",6.1,5.7,"2",91
"147018",5.9,5.5,"1",85
"147019",6.2,5.5,"2",92
"147020",4.7,4.7,"1",85
"147021",5.1,5.4,"2",96
"147022",6.9,6.7,"1",98
"147023",5.4,5.2,"1",85
"147024",6.2,6.2,"1",86
"147025",5.3,5.2,"2",91
"147026",5.7,5.8,"2",99
"147027",5.5,5.9,"1",96
"147028",5.2,5.1,"1",96
"147029",5.8,5.3,"1",85
"147030",5,5.2,"2",91
"147031",4.8,5,"1",86
"147032",6.6,6.1,"2",98
"147033",6.3,6.4,"1",97
"147034",6.1,5.1,"2",82
"147035",5.4,5.4,"2",96
"147036",6,6.1,"1",94
"147037",4.6,5.7,"2",91
"147038",6,6.2,"1",94
"147039",6.3,6.5,"2",61
"147040",5.5,5.8,"2",87
"147041",5.2,5.1,"1",93
"147042",6,5.4,"1",86
"147043",5.2,5.2,"1",91
"147044",6,6,"2",94
"147045",5.8,5.4,"2",93
"147046",5.9,5.7,"2",98
"147047",6.3,6.5,"1",97
"147048",6.2,5.9,"2",99
"147049",5.4,5.6,"1",91
"147050",5.8,5.6,"1",96
"147051",5.5,5.1,"1",88
"147052",5.7,4.8,"2",74
"147053",4.8,5,"2",95
"147054",5.2,4.6,"2",99
"147055",5.6,5.3,"1",86
"147056",6.1,5.3,"1",95
"147057",5.7,5.4,"2",83
"147058",4.9,5.1,"1",95
"147059",6.2,5.9,"2",94
"147060",6.3,5.9,"2",97
"147061",6.5,6.3,"2",97
"147062",4.8,4.9,"2",97
"147063",6,4.7,"2",94
"147064",6,5.5,"1",89
"147065",5.6,5,"1",95
"147066",6.7,6.6,"2",82
"147067",5.1,5.5,"1",88
"147068",6.2,6.5,"2",96
"147069",5.3,4.9,"1",94
"147070",5.2,5.2,"1",75
"147071",4.8,4.6,"2",91
"147072",5.5,5.5,"2",90
"147073",5.2,6.2,"2",67
"147074",6.5,6.5,"2",99
"147075",5.8,5.5,"1",98
"147076",6,6,"1",99
"147077",6.4,6.4,"2",87
"147078",4.8,5.1,"1",97
"147079",6,5.8,"1",91
"147080",5.5,5.4,"1",96
"147081",4.5,4.6,"1",75
"147082",5.2,5,"1",79
"147083",5.7,6.4,"2",98
"147084",6.7,6.6,"2",85
"147085",6.2,6.4,"2",99
"147086",5.3,5.5,"2",80
"147087",6.5,6.5,"2",97
"147088",5.6,5.7,"1",97
"147089",6,5.9,"1",90
"147090",5.8,5.4,"2",96
"147091",5.2,5,"1",99
"147092",5.8,5.9,"1",91
"147093",5.5,5,"2",96
"147094",5.2,3.3,"1",85
"147095",5.4,4.5,"2",86
"147096",5,5.2,"1",96
"147097",6.5,6.5,"1",96
"147098",4.7,5.3,"1",90
"147099",5.3,4.9,"2",88
"147100",6.6,6.6,"2",95
"147101",5.6,5.8,"1",83
"147102",5.5,5.1,"1",93
"147103",6.2,6.6,"2",100
"147104",5.2,4.8,"1",90
"147105",5.7,4.7,"1",98
"147106",6.7,6.3,"2",98
"147107",5.7,5.6,"2",96
"147108",5.8,5.6,"2",88
"147109",6.1,5.5,"1",99
"147110",6,5.6,"2",100
"147111",5.8,5.6,"2",75
"147112",5.6,5.6,"1",99
"147113",5.6,5.3,"2",97
"147114",5.1,5.4,"1",95
"147115",5.8,6,"2",100
"147116",6.5,6,"2",100
"147117",6,5.7,"2",90
"147118",5.8,5,"1",100
"147119",4.8,5.6,"2",86
"147120",6.1,5.7,"2",71
"147121",5.7,5.2,"2",95
"147122",5.1,5.8,"2",96
"147123",4.9,5,"1",99
"147124",6.3,5.1,"1",96
"147125",6.4,6,"2",96
"147126",6.5,6.6,"1",89
"147127",5.5,5.3,"1",96
"147128",6.2,6.4,"2",93
"147129",6.1,6.2,"2",93
"147130",5.5,5.2,"1",99
"147131",5.4,5.4,"1",94
"147132",4.9,4.4,"2",64
"147133",5.5,5,"1",93
"147134",5.3,5.1,"1",95
"147135",5.8,6,"2",98
"147136",5.4,5,"1",100
"147137",5.9,5.8,"1",97
"147138",5.7,5.6,"2",94
"147139",5.6,6,"1",97
"147140",6.2,6.1,"2",93
"147141",5.3,5.7,"2",65
"147142",5.4,5.4,"2",96
"147143",5.4,5.4,"2",94
"147144",5.4,4.8,"2",95
"147145",6.6,6.5,"2",92
"147146",5.9,6,"1",97
"147147",4.5,5,"1",83
"147148",6.2,5.8,"2",99
"147149",5.4,4.8,"2",86
"147150",5.8,5.5,"1",94
"147151",5.6,5.3,"1",100
"147152",5.4,5.3,"1",95
"147153",4.9,5.1,"2",90
"147154",5.3,5.1,"2",100
"147155",6.3,6.4,"1",99
"147156",5.4,6.1,"1",95
"147157",6,6.1,"2",92
"147158",5.2,5.4,"2",78
"147159",4.9,4.8,"1",91
"147160",5.8,6.1,"1",85
"147161",5.9,6,"2",99
"147162",5.1,5.3,"1",90
"147163",5.5,5.5,"2",96
"147164",5.6,5.2,"2",97
"147165",5.2,5.3,"1",95
"147166",6.6,6.6,"2",97
"147167",5.4,4.9,"1",86
"147168",5.8,5.9,"1",86
"147169",6.1,4.4,"1",89
"147170",5.3,5.2,"1",87
"147171",6.7,6.2,"1",83
"147172",5.1,4.9,"2",94
"147173",6.3,6.3,"2",100
"147174",5.2,4.8,"1",90
"147175",5.8,5.9,"1",85
"147176",5.7,5.5,"2",94
"147177",5.3,5.2,"1",99
"147178",6,6.1,"2",98
"147179",5.9,5.9,"2",92
"147180",5.8,5.8,"1",99
"147181",5.6,6,"1",99
"147182",4.9,4.5,"1",85
"147183",6.1,5.4,"1",98
"147184",5.7,5.9,"1",99
"147185",6.5,6.3,"2",98
"147186",6.3,6.2,"1",100
"147187",5.5,5.2,"1",97
"147188",5.2,5.9,"1",97
"147189",6,6,"2",100
"147190",5,5.5,"1",84
"147191",6.4,6,"2",91
"147192",5,4.7,"1",94
"147193",6.1,6.5,"1",98
"147194",6.4,6.3,"1",93
"147195",4.6,4,"2",80
"147196",5.6,5.7,"2",93
"147197",5.8,5.3,"2",98
"147198",6.4,6.3,"2",86
"147199",4.5,2.2,"1",82
"147200",6.1,6.1,"1",99
"147201",5.5,5.3,"1",98
"147202",5.8,5.2,"1",97
"147203",6,5.8,"1",95
"147204",5.8,5.4,"1",85
"147205",6,6,"2",96
"147206",6.6,6.3,"2",95
"147207",5.9,6,"2",91
"147208",5.6,5.9,"1",90
"147209",6.2,6.2,"2",93
"147210",5.6,5.9,"2",92
"147211",5.5,5.7,"2",95
"147212",6.5,6.4,"1",96
"147213",5,5.3,"1",95
"147214",5.1,5.2,"1",99
"147215",5.5,5.8,"1",95
"147216",5.1,5,"2",95
"147217",5.5,5.4,"1",98
"147218",4.8,5.2,"1",93
"147219",5.7,5.4,"1",86
"147220",5.4,5.3,"2",94
"147221",6.1,6,"1",93
"147222",6.1,6.5,"2",87
"147223",5.7,5.4,"1",95
"147224",5.7,5.9,"1",92
"147225",5.1,4.7,"2",80
"147226",5.6,5.3,"2",93
"147227",5.5,5.1,"1",97
"147228",6.3,6.1,"2",99
"147229",6.6,6.6,"1",98
"147230",6.4,6.6,"1",21
"147231",5.8,5.5,"2",91
"147232",5.8,5,"2",85
"147233",6,5.8,"1",98
"147234",6.3,6.5,"2",100
"147235",6.6,6.3,"1",97
"147236",5.6,5.5,"2",94
"147237",5.5,5.4,"2",99
"147238",6,6.2,"2",85
"147239",6.3,6.3,"2",95
"147240",5.2,5.2,"1",97
"147241",6.9,6.9,"1",99
"147242",5.8,5.9,"1",94
"147243",6.1,6.3,"2",100
"147244",4.7,5,"1",94
"147245",5.4,5.4,"1",96
"147246",5.1,4.6,"1",93
"147247",5.1,5.4,"1",80
"147248",5.6,5.8,"1",99
"147249",5.4,4.6,"1",80
"147250",5.8,4.9,"2",92
"147251",4.9,5.1,"2",98
"147252",6.1,6.1,"2",94
"147253",6.5,6.5,"2",96
"147254",5,6.2,"2",90
"147255",5.4,5.2,"1",86
"147256",5.2,5.7,"1",96
"147257",6.3,6.5,"2",92
"147258",5.3,4.7,"1",100
"147259",4.6,4.6,"1",87
"147260",6.2,5.5,"2",100
"147261",5.5,5.1,"1",89
"147262",6.1,5.7,"2",99
"147263",6,5.9,"1",99
"147264",5.7,5.9,"1",93
"147265",6.6,6.1,"2",97
"147266",4.8,4.9,"1",98
"147267",6.7,6.9,"1",100
"147268",4.9,4.5,"2",89
"147269",5,4,"1",59
"147270",5.3,5.6,"2",89
"147271",5,5.3,"2",99
"147272",6,5.6,"2",97
"147273",5.9,6,"2",97
"147274",4.7,5.8,"2",99
"147275",5,5.4,"1",29
"147276",6.3,6.3,"2",97
"147277",4.9,4.5,"1",97
"147278",6.2,6.3,"1",99
"147279",6.3,6.4,"2",90
"147280",5.5,4.6,"2",89
"147281",5.8,6.1,"2",92
"147282",5.7,4.8,"1",100
"147283",6.6,6.7,"2",92
"147284",5.3,5.7,"1",90
"147285",6.5,6.4,"2",97
"147286",5.9,5.9,"1",90
"147287",6.1,5.9,"1",88
"147288",6.4,6.5,"2",100
"147289",5.3,5.1,"1",91
"147290",5.7,5.2,"1",98
"147291",6.5,6.3,"2",99
"147292",5.2,5.3,"1",95
"147293",6.1,6,"2",93
"147294",5.3,5.4,"1",90
"147295",5.7,4.9,"2",89
"147296",6.4,5.9,"2",97
"147297",5.9,6.4,"2",100
"147298",5.4,5.4,"1",95
"147299",4.8,5.2,"2",80
"147300",6.1,6.1,"2",98
"147301",6.6,6.2,"2",100
"147302",5.7,5.6,"1",95
"147303",5.6,5.3,"1",96
"147304",5.4,6,"1",96
"147305",6.8,6.4,"2",85
"147306",6,5.3,"2",86
"147307",5.5,6.2,"1",94
"147308",5.5,5.9,"2",88
"147309",5.4,6,"2",91
"147310",6,5.5,"1",91
"147311",5.2,3.4,"1",72
"147312",6.8,6.7,"2",100
"147313",4.9,5.5,"2",97
"147314",6.1,5,"2",91
"147315",5.5,4.7,"2",93
"147316",5.5,5.8,"1",94
"147317",5.4,4.1,"2",89
"147318",5.2,5.5,"1",90
"147319",5,4.1,"1",91
"147320",5.2,3.3,"2",94
"147321",6.4,6.6,"1",96
"147322",5.5,5,"2",98
"147323",5.5,5.9,"1",97
"147324",6.8,6.6,"2",95
"147325",5.7,5.3,"2",97
"147326",6,5.5,"1",94
"147327",5.8,4.3,"1",94
"147328",5.2,5.2,"1",97
"147329",5.5,5.4,"1",100
"147330",4.8,4.6,"1",75
"147331",6,5.7,"1",95
"147332",5.4,4.9,"1",88
"147333",5.9,5.9,"2",94
"147334",6.8,6.6,"2",99
"147335",4.5,3.8,"1",87
"147336",6.5,6.6,"2",95
"147337",4.7,4.6,"1",90
"147338",4.7,5.3,"2",99
"147339",6.2,5.7,"1",75
"147340",6.1,6.3,"1",99
"147341",5.2,4.5,"1",89
"147342",5.9,5,"2",94
"147343",5.7,4.7,"1",71
"147344",5.6,4.8,"1",86
"147345",6.3,6,"2",93
"147346",6.6,6.1,"1",98
"147347",5.5,4.8,"1",88
"147348",6,6,"2",91
"147349",5.8,5.3,"2",84
"147350",4.9,3.8,"2",95
"147351",4.6,4.5,"1",92
"147352",5.4,5.6,"2",94
"147353",6.4,4.9,"1",99
"147354",5.3,5.4,"2",95
"147355",5.4,4.8,"1",90
"147356",5.2,5.2,"1",96
"147357",6,6.7,"1",96
"147358",6.3,6.6,"2",94
"147359",6.8,6.8,"2",95
"147360",6,5.8,"2",95
"147361",5,5.3,"2",97
"147362",5.3,6,"1",97
"147363",6.1,6.4,"2",89
"147364",6.6,6.8,"2",88
"147365",5.6,5.9,"2",99
"147366",6.2,5.4,"2",96
"147367",5.6,5.1,"2",96
"147368",6.4,6.1,"2",99
"147369",5.4,6.2,"1",90
"147370",5.2,5.6,"1",93
"147371",6,6.4,"2",95
"147372",5.2,5.6,"1",95
"147373",5.9,6.4,"2",96
"147374",5.6,5.7,"1",98
"147375",5.5,5.3,"2",87
"147376",4.5,4.6,"1",95
"147377",6.5,6.4,"2",85
"147378",5.3,5.7,"2",90
"147379",5.1,5.8,"1",85
"147380",5.1,3.3,"1",97
"147381",5.6,5.5,"1",90
"147382",5.3,5.2,"2",85
"147383",6,5.5,"2",77
"147384",6.1,5,"1",99
"147385",5.7,5.3,"1",91
"147386",5.3,5.3,"2",99
"147387",5.2,4.9,"2",94
"147388",5.8,6,"1",98
"147389",5.6,5.9,"1",98
"147390",5.8,5.8,"1",76
"147391",5.9,6,"2",97
"147392",5.8,6.1,"1",98
"147393",6.4,6.4,"2",93
"147394",4.7,4.5,"1",97
"147395",5.3,5.6,"2",97
"147396",6.1,6,"1",92
"147397",6,5.8,"2",91
"147398",5,5.2,"1",94
"147399",6.1,5.9,"2",98
"147400",6,5.6,"2",96
"147401",5.2,5.1,"2",90
"147402",5.2,5.1,"2",92
"147403",5.4,5.2,"2",92
"147404",5.2,6.3,"1",90
"147405",6.3,6.3,"1",100
"147406",5.5,4.2,"1",97
"147407",5.3,5.6,"1",96
"147408",6,5.9,"2",85
"147409",5.6,5.9,"1",98
"147410",6.1,5.4,"2",100
"147411",5.8,5.8,"2",89
"147412",6.1,5.7,"1",94
"147413",6.6,6.5,"2",97
"147414",5.4,5,"2",94
"147415",6.2,6.5,"1",91
"147416",6.5,6,"2",99
"147417",6,6.2,"1",95
"147418",5,5.5,"1",99
"147419",5.8,5.2,"2",94
"147420",5.7,5.7,"1",87
"147421",5.9,5.5,"2",97
"147422",5.3,5.7,"1",94
"147423",5.5,5.3,"2",90
"147424",5.4,5.4,"1",96
"147425",5.3,5.1,"2",87
"147426",5.5,5,"2",88
"147427",6.1,6.2,"2",94
"147428",5.8,6,"1",100
"147429",4.9,5.2,"1",91
"147430",6.1,5,"1",96
"147431",6.2,5.7,"2",87
"147432",6.5,5.9,"1",95
"147433",5.6,4.9,"1",93
"147434",6.8,6.6,"2",97
"147435",6.8,6,"2",93
"147436",6.2,6.1,"2",91
"147437",4.9,4.9,"2",91
"147438",5.8,5.4,"2",88
"147439",6.2,5.7,"2",83
"147440",6.8,6.7,"2",100
"147441",6.4,6.4,"2",94
"147442",6.5,6.4,"2",95
"147443",6.6,6.6,"2",98
"147444",5.9,6.2,"2",99
"147445",6.6,6.6,"1",95
"147446",5,4.8,"1",98
"147447",5.3,4.1,"1",92
"147448",5.6,5.3,"1",93
"147449",4.6,4.5,"1",80
"147450",6.3,6.3,"1",94
"147451",5.7,5.3,"2",93
"147452",6.2,6.4,"2",99
"147453",6,6.3,"2",99
"147454",6.2,5.3,"2",100
"147455",5.4,6.1,"2",92
"147456",5.5,5.1,"1",88
"147457",6.8,6.6,"1",98
"147458",5.9,5.8,"1",99
"147459",5.5,5,"1",99
"147460",4.7,4.5,"2",83
"147461",6.8,6.6,"2",96
"147462",5.4,5.7,"2",86
"147463",6.1,5.2,"1",97
"147464",6.3,6.3,"1",95
"147465",6.7,6.6,"2",97
"147466",5.9,6.6,"2",92
"147467",5.9,5.9,"2",79
"147468",5.2,3.7,"1",95
"147469",5.6,5.7,"2",98
"147470",5.7,5.7,"1",97
"147471",6.7,6.1,"2",90
"147472",5.4,4,"2",91
"147473",6.6,5.9,"2",99
"147474",5.6,4.9,"1",99
"147475",5.8,5.8,"2",93
"147476",5.7,5.4,"1",99
"147477",4.9,5.1,"1",93
"147478",5.4,5.3,"1",99
"147479",6.7,6.3,"1",94
"147480",5.3,6.3,"2",94
"147481",6.2,5.9,"1",95
"147482",5,5.2,"2",99
"147483",5.6,5.9,"2",96
"147484",6.5,6,"1",86
"147485",6.1,5.5,"2",98
"147486",6,6,"2",89
"147487",5.6,5.4,"1",95
"147488",6.5,5.5,"1",98
"147489",5.3,4.9,"1",89
"147490",6.5,6.3,"1",92
"147491",5.7,5.4,"2",97
"147492",6,5.3,"1",93
"147493",6.8,6.8,"1",98
"147494",5.8,5.6,"2",89
"147495",6.3,6.4,"1",95
"147496",6.1,6.1,"1",98
"147497",5.3,5.6,"2",90
"147498",4.6,4.6,"1",88
"147499",6.6,6.1,"1",94
"147500",4.9,5.2,"1",65
"147501",5.3,5.4,"1",100
"147502",6,6.2,"1",98
"147503",6.2,6.1,"2",98
"147504",5.4,5.2,"2",88
"147505",5.1,5.3,"1",91
"147506",5.8,5.3,"2",96
"147507",6.1,6.4,"2",92
"147508",5.1,5.4,"1",99
"147509",6.8,6.3,"2",95
"147510",6,5.5,"1",92
"147511",5.4,5.1,"1",99
"147512",5.4,5.8,"2",96
"147513",5.6,5.7,"1",99
"147514",5.1,5.1,"2",94
"147515",6,6.2,"1",87
"147516",6.3,5.6,"2",99
"147517",5,4.9,"1",98
"147518",6.2,6.3,"2",95
"147519",5.7,6,"2",31
"147520",5.3,4.7,"1",95
"147521",4.9,4.9,"1",98
"147522",6.7,6.7,"2",100
"147523",5.7,5.5,"2",100
"147524",5.7,5.8,"2",94
"147525",5.7,5.2,"2",90
"147526",5.6,5.2,"1",96
"147527",6.3,5.7,"2",95
"147528",5.9,5.8,"2",84
"147529",5.7,5.4,"1",94
"147530",5.9,6.2,"2",83
"147531",5.2,5.7,"1",95
"147532",5.3,5.1,"2",98
"147533",5.5,5.6,"1",85
"147534",5.2,5.3,"1",100
"147535",5.7,5.7,"1",94
"147536",5.4,5.2,"2",98
"147537",5,6.2,"2",73
"147538",5.1,5.7,"2",97
"147539",5.2,5.1,"2",89
"147540",6,5.7,"1",88
"147541",6,6.3,"2",90
"147542",6.1,5.7,"2",77
"147543",6.7,6.3,"1",94
"147544",5.5,5.5,"1",98
"147545",5.4,4.9,"2",99
"147546",5.1,4.4,"1",97
"147547",5.4,5.1,"1",98
"147548",4.8,4.9,"1",95
"147549",4.7,5.2,"2",58
"147550",6.1,5.9,"2",87
"147551",5.8,5,"1",92
"147552",5.9,6.1,"2",95
"147553",6.1,5.9,"2",97
"147554",6.1,6.2,"1",91
"147555",5.4,5.3,"1",92
"147556",6.1,6.1,"1",98
