"","PROM_GRAL_2018","PROM_GRAL_2019","GEN_ALU","ASISTENCIA_2018"
"60199",5.8,5.5,"2",98
"60200",5.6,4.9,"1",86
"60201",4.8,3.9,"1",96
"60202",5.2,4.3,"1",97
"60203",6.3,5.9,"2",86
"60204",5.2,6,"1",100
"60205",6.2,6.2,"1",92
"60206",5.9,5.8,"2",96
"60207",5.2,5.1,"1",94
"60208",5,4.5,"1",93
"60209",5.7,5.3,"1",93
"60210",6.3,6.3,"2",100
"60211",5.8,4.6,"1",99
"60212",6.4,6.5,"1",94
"60213",5.7,5.8,"1",100
"60214",5.9,6.2,"1",96
"60215",5.9,6.4,"1",96
"60216",6.2,6.5,"2",96
"60217",5.5,5.4,"2",95
"60218",6,6.2,"2",99
"60219",5.6,5,"1",81
"60220",4.8,5.7,"1",90
"60221",5.5,4.8,"1",96
"60222",4.8,4.7,"2",88
"60223",4.9,5,"1",41
"60224",6.3,6,"1",100
"60225",5.2,4.9,"1",88
"60226",5,4.8,"2",97
"60227",5.6,5.6,"2",98
"60228",5.6,5.1,"2",92
"60229",6.6,5.8,"2",96
"60230",5.5,5.5,"2",99
"60231",6.4,6.6,"2",84
"60232",6.3,5.4,"2",98
"60233",5.4,5.6,"1",91
"60234",5.2,5,"1",99
"60235",6.3,6.3,"2",98
"60236",6,6,"1",99
"60237",4.9,5.2,"1",98
"60238",5.6,5.7,"1",96
"60239",5.7,6,"1",88
"60240",4.7,5,"2",96
"60241",6.7,6.8,"1",99
"60242",4.9,5.7,"2",89
"60243",5.9,5.5,"1",96
"60244",6.3,6.6,"1",92
"60245",5.9,5.6,"1",96
"60246",6.3,6.1,"2",97
"60247",5.9,5,"1",96
"60248",5.5,5.4,"1",94
"60249",5.6,5.5,"1",95
"60250",5,5.2,"1",94
"60251",5.8,5.9,"2",97
"60252",4.9,5.6,"1",92
"60253",5,4.9,"2",89
"60254",5.6,5.3,"1",90
"60255",6.2,6.3,"1",98
"60256",5.9,5.7,"1",92
"60257",5.5,5.1,"1",89
"60258",6.1,6.2,"2",91
"60259",6.7,6.4,"2",90
"60260",6.1,4.6,"1",100
"60261",5.8,4.7,"2",90
"60262",6.1,6,"2",87
"60263",5.6,6,"2",84
"60264",5.4,6,"1",92
"60265",6.6,6.4,"2",97
"60266",6.7,6.5,"1",98
"60267",5.2,4.8,"1",89
"60268",6.3,6.2,"2",99
"60269",6.5,5.8,"2",99
"60270",6.5,6.6,"1",96
"60271",6.2,6.3,"2",98
"60272",6.2,6.2,"2",99
"60273",5.7,5.9,"2",99
"60274",5.1,5.2,"2",97
"60275",5.4,6.2,"2",91
"60276",6.9,6.4,"2",99
"60277",6.7,6.6,"2",95
"60278",4.8,4.6,"1",97
"60279",5.6,5.5,"1",53
"60280",5,5.2,"2",85
"60281",5.4,6.3,"2",96
"60282",6,5.9,"2",100
"60283",6.2,6.4,"2",88
"60284",5.3,5,"2",97
"60285",6,5.4,"1",95
"60286",5.4,5.6,"2",84
"60287",6.5,6.2,"2",95
"60288",5.5,5.5,"2",97
"60289",5.5,5.7,"2",94
"60290",5.6,4.4,"1",91
"60291",6.3,6.4,"1",98
"60292",5.7,6.6,"1",91
"60293",5.1,4.7,"1",96
"60294",5.8,5.5,"2",97
"60295",6.1,6.1,"2",95
"60296",4.9,4.7,"1",94
"60297",6.6,6.8,"1",89
"60298",5.2,4.6,"2",95
"60299",6.3,6.6,"2",90
"60300",5.7,5.3,"2",94
"60301",5,4.6,"1",95
"60302",6.6,6.6,"1",94
"60303",5.3,5.1,"2",100
"60304",5.3,5.4,"1",90
"60305",6.7,6.4,"2",100
"60306",6.3,5.4,"2",94
"60307",5.4,5.1,"1",91
"60308",5.4,3.5,"1",62
"60309",6.3,6.4,"2",76
"60310",5.1,4.9,"1",87
"60311",6.4,6.5,"2",89
"60312",4.9,4.9,"1",98
"60313",5.8,5.6,"1",94
"60314",5.7,6,"1",97
"60315",6.7,7,"1",100
"60316",5.2,4.2,"1",87
"60317",5,5.5,"1",85
"60318",5.5,4.6,"2",85
"60319",5,5.2,"2",98
"60320",5.1,4.8,"1",98
"60321",6.4,6.4,"2",89
"60322",4.9,4.6,"1",89
"60323",4.9,5.6,"2",97
"60324",5.6,6.4,"2",93
"60325",5,5.1,"1",86
"60326",5.7,5.3,"2",85
"60327",5.4,5.8,"1",92
"60328",5.7,5.9,"1",97
"60329",6.1,6.3,"1",80
"60330",6,6,"2",89
"60331",6.4,6.3,"1",99
"60332",5.6,5.3,"1",90
"60333",6.4,6.3,"2",92
"60334",5.9,6.4,"1",95
"60335",6.3,6,"2",87
"60336",4.7,5,"1",96
"60337",6,6.4,"1",91
"60338",4.9,4.8,"2",95
"60339",6.1,6.4,"2",87
"60340",5.1,5.4,"1",100
"60341",5.2,5.6,"1",94
"60342",5.5,5.8,"1",94
"60343",5.4,6.1,"2",95
"60344",5.1,5.2,"1",98
"60345",6.5,5.9,"2",98
"60346",5.6,5.4,"2",72
"60347",5,5.1,"2",92
"60348",5.3,5.3,"2",93
"60349",5.1,4.3,"2",95
"60350",5.7,5.3,"1",99
"60351",5.3,5.3,"2",91
"60352",6.7,6.8,"2",93
"60353",5.9,6.2,"2",95
"60354",5.8,5.4,"1",92
"60355",5.7,5.8,"2",97
"60356",5.5,5.2,"1",91
"60357",6.3,6.1,"1",98
"60358",6.1,5.4,"1",96
"60359",5,4.9,"1",97
"60360",5.3,5.3,"1",91
"60361",5.7,5.2,"1",93
"60362",6.5,6.5,"2",99
"60363",5.9,5.7,"1",100
"60364",5.8,4.6,"2",98
"60365",6.2,6.4,"2",95
"60366",5.3,5.4,"1",99
"60367",6.7,6.4,"2",96
"60368",6.3,6.3,"2",97
"60369",5.3,5.2,"2",89
"60370",6.8,6.1,"1",99
"60371",5.8,5.5,"2",97
"60372",5.6,5.6,"1",87
"60373",4.9,4.8,"1",98
"60374",5.4,5.8,"1",91
"60375",5.8,6,"2",98
"60376",5.6,5.8,"2",97
"60377",4.9,5.3,"1",93
"60378",5.8,6.1,"2",90
"60379",5.8,5.8,"2",100
"60380",6.6,6.9,"1",95
"60381",5.7,5.6,"2",87
"60382",5,5.1,"2",95
"60383",5.4,5.1,"2",87
"60384",5.4,5.5,"1",96
"60385",5.6,5.4,"1",91
"60386",6.2,6.1,"1",95
"60387",5.4,4.8,"2",90
"60388",5,4.6,"2",94
"60389",6.2,6.1,"1",86
"60390",5.3,4.9,"1",99
"60391",4.9,5.2,"2",95
"60392",5.1,5.2,"1",89
"60393",6.1,5,"1",95
"60394",5.9,5.8,"1",98
"60395",6,6.6,"2",97
"60396",6.7,6.3,"1",92
"60397",6.5,6.4,"2",99
"60398",6,5.6,"1",99
"60399",6.2,6.5,"1",88
"60400",5,5,"1",99
"60401",6.7,6.2,"2",91
"60402",5,4.7,"2",98
"60403",5.9,5.9,"2",100
"60404",6.7,6.5,"1",96
"60405",6,6.1,"2",97
"60406",5.6,6.6,"2",99
"60407",5.3,5.4,"1",99
"60408",5.4,4.7,"1",94
"60409",5.9,5.1,"1",91
"60410",5.3,4.9,"2",75
"60411",5.4,5.5,"1",91
"60412",5.9,5.2,"1",96
"60413",5.1,5.8,"1",99
"60414",6.4,6.5,"2",99
"60415",5.9,5.8,"1",99
"60416",5.5,5.7,"1",87
"60417",5.2,5.3,"1",100
"60418",5.8,5.9,"2",78
"60419",6.4,6.6,"1",96
"60420",5.6,6.2,"1",95
"60421",5.2,5.5,"1",100
"60422",5.4,5.8,"1",98
"60423",5.1,5.3,"1",100
"60424",5.8,6.1,"1",100
"60425",5.7,5.9,"2",95
"60426",5.5,5.9,"2",93
"60427",6.4,6.4,"2",98
"60428",6.1,5.6,"1",98
"60429",4.9,4.6,"1",87
"60430",5.8,6.2,"2",91
"60431",6.1,6.3,"1",100
"60432",6.3,5.9,"2",96
"60433",5.5,5.2,"1",87
"60434",5.6,5.4,"1",99
"60435",6,6.7,"2",92
"60436",6,6.3,"2",95
"60437",5.9,5.3,"1",91
"60438",5.5,5.1,"2",91
"60439",6.4,6.6,"1",98
"60440",5.6,5.3,"1",98
"60441",5.4,4.8,"1",98
"60442",4.9,3.6,"1",96
"60443",6.2,6.2,"2",98
"60444",5,5,"2",98
"60445",5.1,5.2,"1",93
"60446",6.4,5.7,"2",88
"60447",5.3,4.4,"1",90
"60448",6.5,6.5,"1",97
"60449",5.7,5.4,"1",88
"60450",5.5,5.4,"1",89
"60451",5.3,5.2,"2",98
"60452",4.6,5.9,"1",95
"60453",5.6,2.9,"2",87
"60454",5.7,4.7,"1",96
"60455",6,5.9,"1",99
"60456",6.9,6.8,"1",94
"60457",5.4,5.1,"1",98
"60458",6.5,6.6,"2",97
"60459",5.5,5.3,"2",90
"60460",5.4,5.5,"2",97
"60461",5,5.5,"2",91
"60462",6.2,6.2,"1",92
"60463",5.7,5.7,"2",94
"60464",6.5,6.5,"2",92
"60465",5.3,5.8,"1",96
"60466",4.9,5.4,"1",97
"60467",6.3,6.2,"2",97
"60468",5.9,5.1,"2",88
"60469",7,7,"1",98
"60470",6.7,6.8,"2",98
"60471",6.7,6.7,"1",90
"60472",6.3,6.1,"1",98
"60473",5.1,5,"1",92
"60474",6,5.9,"1",98
"60475",5.4,5.1,"1",64
"60476",5.7,5,"2",92
"60477",6,5.9,"2",97
"60478",5.3,5.1,"1",96
"60479",5.4,5.4,"1",99
"60480",5.7,5.3,"1",99
"60481",4.8,4.7,"1",85
"60482",5.6,5.1,"1",94
"60483",5.2,5.7,"1",97
"60484",6.1,6.2,"2",85
"60485",5.5,6,"1",87
"60486",5.6,5.4,"2",96
"60487",5.5,5.5,"2",96
"60488",7,7,"1",99
"60489",6.3,6.6,"1",93
"60490",5.2,4.5,"2",87
"60491",6.5,6.5,"1",94
"60492",4.5,5.1,"1",94
"60493",5.8,6.1,"1",90
"60494",5.1,5.4,"1",96
"60495",5.9,5.4,"1",99
"60496",6.3,6.4,"1",92
"60497",6.7,6.3,"2",99
"60498",5.6,4.9,"1",86
"60499",5.3,5.2,"2",97
"60500",6.1,6.1,"2",89
"60501",6.6,6.5,"2",90
"60502",5,6.3,"1",97
"60503",5.7,5.7,"2",89
"60504",5.5,5.2,"1",91
"60505",5.6,5.7,"1",88
"60506",5.8,5.8,"2",99
"60507",5.3,5.7,"1",97
"60508",6.5,6.6,"2",95
"60509",5.7,5.4,"2",96
"60510",5.6,5.5,"2",95
"60511",5.2,5.3,"1",97
"60512",5,4.8,"1",86
"60513",5,5.8,"1",100
"60514",5.4,5.3,"2",85
"60515",5.6,5.3,"2",94
"60516",6.8,6.5,"2",97
"60517",6.5,6.2,"2",95
"60518",5,5.8,"2",90
"60519",5.4,5.5,"2",96
"60520",5.2,5.3,"1",89
"60521",6.6,6.4,"1",90
"60522",5.5,5.1,"1",88
"60523",5.4,5,"2",91
"60524",6.1,6,"2",92
"60525",5.8,6.1,"2",96
"60526",5.6,4.4,"2",97
"60527",5.3,5.4,"1",90
"60528",6,6,"2",100
"60529",6.3,6.1,"1",100
"60530",6.4,5.8,"1",94
"60531",6.9,6.8,"2",92
"60532",5.3,5.4,"2",98
"60533",5.9,5.6,"1",99
"60534",5.7,5.5,"1",91
"60535",5.8,6.1,"2",98
"60536",5,5,"2",77
"60537",6,5,"2",97
"60538",5.7,5.7,"1",100
"60539",6.6,6.6,"1",100
"60540",6.1,5.6,"1",95
"60541",6.1,6.3,"1",100
"60542",5.3,5.4,"2",92
"60543",5.2,4.6,"2",95
"60544",6,6.5,"2",94
"60545",4.7,5.6,"2",99
"60546",6,6.5,"2",97
"60547",5.1,5.2,"1",86
"60548",4.9,4.2,"2",75
"60549",4.9,4.9,"1",90
"60550",6.7,6.8,"2",99
"60551",6.7,6.3,"2",100
"60552",6,6.4,"2",99
"60553",5.3,5.5,"1",99
"60554",5,4.8,"2",60
"60555",5.8,5.6,"2",93
"60556",6,5.8,"1",84
"60557",6.1,6.3,"2",99
"60558",5.8,5.7,"1",98
"60559",5.1,4.6,"1",98
"60560",5.6,5.6,"2",98
"60561",5.7,5.1,"1",96
"60562",6.2,5.7,"1",95
"60563",5.9,5.3,"2",92
"60564",5.3,4.7,"1",100
"60565",5.4,5.1,"1",95
"60566",5.4,4.8,"1",100
"60567",5.5,5.2,"1",86
"60568",6.3,6.1,"1",99
"60569",5.4,5.4,"2",87
"60570",5.7,5.1,"2",90
"60571",6.9,6.9,"2",98
"60572",5.7,5.9,"2",94
"60573",6.3,5.7,"2",94
"60574",5.8,6.2,"2",90
"60575",5.1,4.3,"2",99
"60576",5.8,5.8,"2",89
"60577",6.1,5.8,"1",70
"60578",6.2,6.3,"1",100
"60579",5.6,5.2,"2",95
"60580",6.3,5.9,"2",100
"60581",4.8,3.7,"1",90
"60582",5.2,5.1,"2",78
"60583",5.9,6.5,"1",91
"60584",4.9,4.7,"2",89
"60585",5.9,6.3,"2",96
"60586",6.2,4.6,"1",99
"60587",6.2,6,"2",97
"60588",6.2,5.3,"2",94
"60589",4.5,5.3,"1",89
"60590",6.3,6.5,"1",99
"60591",5.2,5.6,"1",95
"60592",4.5,4.4,"2",81
"60593",6.6,6.3,"2",94
"60594",5.8,6.1,"1",99
"60595",6.1,5.9,"1",92
"60596",6,5,"2",100
"60597",5.6,5.7,"2",93
"60598",5.9,5.9,"2",100
"60599",5.2,4.8,"1",97
"60600",4.7,4.8,"1",97
"60601",5.7,5.3,"1",98
"60602",6.3,6.1,"1",94
"60603",5.2,5.3,"2",92
"60604",5.6,5.7,"2",85
"60605",6.1,6.3,"2",93
"60606",5.7,5,"2",96
"60607",6.2,5.8,"1",97
"60608",6.5,6.7,"2",98
"60609",4.7,4.9,"1",94
"60610",4.7,4.4,"1",91
"60611",5.4,5.4,"1",98
"60612",5.7,5.8,"1",94
"60613",5.6,6.1,"1",93
"60614",6,6.1,"2",46
"60615",5.6,5.5,"1",90
"60616",5.6,5.7,"2",95
"60617",6.3,6.4,"2",92
"60618",6.4,5.7,"1",98
"60619",6,5.6,"2",91
"60620",5.3,4.8,"2",93
"60621",5.6,5.9,"1",94
"60622",5.3,5.1,"2",94
"60623",5.3,5,"1",89
"60624",5.4,5.8,"1",97
"60625",6.6,6.6,"2",95
"60626",5.5,5.1,"1",98
"60627",6.3,6.7,"2",98
"60628",5.9,6.3,"2",98
"60629",5.1,5.4,"2",91
"60630",5.8,6,"1",87
"60631",5.4,5.5,"2",98
"60632",6.3,5.9,"2",98
"60633",6.6,6,"2",93
"60634",6,6.3,"1",97
"60635",5.7,5.4,"2",76
"60636",5.5,4.9,"2",97
"60637",5.3,5.3,"2",96
"60638",5.6,6,"2",97
"60639",6,6.4,"2",98
"60640",6.4,6.8,"2",89
"60641",6.3,6.6,"1",88
"60642",5.5,5.9,"1",98
"60643",5.6,5.1,"1",85
"60644",6.6,6.1,"2",93
"60645",4.5,3.9,"2",68
"60646",6.1,5.3,"1",99
"60647",5.2,5.4,"1",97
"60648",6,5.7,"1",92
"60649",5.3,4.8,"2",83
"60650",6.9,6.9,"2",97
"60651",5.9,6.5,"1",93
"60652",5.1,5.2,"2",97
"60653",5.1,4.4,"1",99
"60654",4.9,4.9,"1",88
"60655",5.4,5.7,"1",87
"60656",6.5,6.1,"1",99
"60657",4.9,4.2,"1",90
"60658",6,6.5,"1",97
"60659",5.3,5.6,"2",95
"60660",5.9,5.3,"1",88
"60661",5.3,5.1,"1",97
"60662",6.7,6.7,"2",83
"60663",6,6.2,"2",96
"60664",6.1,6.2,"1",89
"60665",5.5,5,"1",89
"60666",6.4,6,"1",93
"60667",6.1,5.2,"2",85
"60668",5.1,5.7,"2",82
"60669",5.9,6.2,"2",99
"60670",6.3,6.1,"1",92
"60671",5.9,6,"2",98
"60672",6.9,7,"1",99
"60673",5.7,5.9,"1",97
"60674",5.4,5.3,"2",97
"60675",4.7,5.7,"1",82
"60676",5,5,"2",87
"60677",6.5,6.3,"1",99
"60678",5.4,5.6,"1",98
"60679",5.2,4.8,"1",98
"60680",6.6,6.4,"2",98
"60681",4.9,5.1,"2",89
"60682",5,4.9,"1",94
"60683",5,5.1,"1",96
"60684",5.4,5.4,"2",97
"60685",5.3,5.6,"2",97
"60686",6.1,5.6,"1",89
"60687",6.8,6.7,"2",98
"60688",5.3,5.4,"1",92
"60689",5.9,5.7,"2",93
"60690",6.6,6.8,"2",98
"60691",6.3,5.9,"1",97
"60692",6.7,6.3,"1",100
"60693",6.9,6.8,"1",99
"60694",6.5,6.2,"2",98
"60695",5.6,5.2,"1",92
"60696",6.5,6.9,"2",98
"60697",5.4,5.1,"2",88
"60698",5.7,5.2,"2",81
"60699",5.6,5.6,"1",88
"60700",6.2,5.7,"2",90
"60701",6,5.7,"1",93
"60702",5.7,5.8,"2",90
"60703",5.3,5.1,"2",97
"60704",5.2,5.3,"1",97
"60705",5.8,5.8,"1",99
"60706",5.9,6.2,"2",98
"60707",6.6,6.8,"2",99
"60708",5,5.4,"1",73
"60709",6.4,6.4,"2",97
"60710",4.7,5.8,"2",85
"60711",6.1,5.9,"1",93
"60712",5.9,6,"2",92
"60713",5.7,4.9,"1",87
"60714",5.5,5.5,"2",85
"60715",6.3,5.8,"2",97
"60716",5.4,5.8,"2",98
"60717",6,5.7,"1",99
"60718",6.7,6.5,"2",97
"60719",5.5,5,"1",98
"60720",5,5.2,"2",89
"60721",4.8,5.5,"1",94
"60722",5.7,5.1,"2",100
"60723",5.5,5.6,"2",95
"60724",5.2,4.9,"2",97
"60725",6.2,6,"2",95
"60726",5.3,5.1,"1",94
"60727",6.7,6.5,"2",91
"60728",5.5,5.3,"2",88
"60729",6.3,6.3,"2",94
"60730",6.3,6.3,"1",96
"60731",5.8,6.1,"1",95
"60732",6.2,6,"1",97
"60733",5.9,6,"2",92
"60734",6.1,6.1,"2",99
"60735",5.1,5.6,"1",92
"60736",6.1,6.5,"2",96
"60737",5.2,5.6,"1",98
"60738",4.6,4.1,"1",87
"60739",6,5.6,"2",90
"60740",6.2,5.2,"2",88
"60741",6.2,6,"1",100
"60742",6,5.6,"2",97
"60743",6,6.2,"1",98
"60744",6.5,6.6,"2",97
"60745",4.9,5,"1",93
"60746",5.7,5.6,"2",93
"60747",6.2,6.1,"1",92
"60748",6.1,6.3,"1",100
"60749",5.7,5.5,"2",93
"60750",6.4,6.8,"1",91
"60751",6.7,6.3,"2",99
"60752",4.9,5.1,"1",93
"60753",5.3,5.2,"1",98
"60754",5.3,5.4,"1",95
"60755",4.5,4.3,"1",97
"60756",5.6,5.9,"2",96
"60757",5.3,5.6,"2",97
"60758",6,6.1,"1",100
"60759",5.9,5.9,"1",97
"60760",6.6,6.7,"2",97
"60761",5.7,5.7,"1",92
"60762",6.1,6.2,"2",99
"60763",7,6.9,"1",98
"60764",6.4,6.3,"2",92
"60765",4.8,4.5,"1",76
"60766",6.1,5.9,"1",92
"60767",6.7,6.6,"2",96
"60768",5.8,5.3,"2",100
"60769",6.3,6.4,"2",93
"60770",6.4,6,"2",92
"60771",5.7,5.5,"1",92
"60772",5.6,5.2,"1",100
"60773",5.4,6,"1",100
"60774",5.2,5.4,"2",96
"60775",5.8,5.6,"2",95
"60776",6,6.1,"1",95
"60777",5.2,5.1,"1",95
"60778",4.8,3.8,"1",100
"60779",5.6,5.3,"1",95
"60780",6.2,6.1,"2",97
"60781",6.2,6.5,"1",94
"60782",6.9,6.7,"2",99
"60783",5.1,4.7,"1",97
"60784",5.2,5.3,"1",100
"60785",6.7,6.7,"2",85
"60786",6.5,6.6,"2",100
"60787",6,6.3,"2",98
"60788",5.9,6,"2",94
"60789",5.3,5,"2",94
"60790",5.6,5.6,"1",100
"60791",5.3,5.2,"1",94
"60792",5.4,5.3,"1",89
"60793",6.2,6.2,"2",96
"60794",5.5,5.3,"2",87
"60795",5.4,5.6,"1",94
"60796",6.2,5.4,"1",95
"60797",5.7,5.7,"1",96
"60798",5.2,4.9,"2",86
"60799",6,5,"2",96
"60800",5.3,5,"2",99
"60801",6.3,5.9,"1",100
"60802",5.5,5.7,"1",88
"60803",5.4,5.1,"1",95
"60804",6,6,"1",98
"60805",5.3,5.9,"1",94
"60806",5.6,5.3,"2",97
"60807",6.4,6.1,"2",99
"60808",6.6,6.6,"2",94
"60809",6.4,6.3,"2",91
"60810",5.2,5.7,"2",98
"60811",5.9,6.3,"1",84
"60812",5.7,5.9,"2",98
"60813",6.8,6,"2",100
"60814",5,5,"2",96
"60815",5,5.4,"2",73
"60816",5.2,4.4,"2",94
"60817",6.5,6.1,"2",98
"60818",6.1,5.1,"2",30
"60819",6.8,6.8,"2",96
"60820",6.5,6,"2",90
"60821",5.7,5.9,"1",99
"60822",5.4,5.6,"2",92
"60823",4.8,4.9,"1",97
"60824",5.4,5,"1",100
"60825",5.2,4.9,"2",91
"60826",5.7,5.5,"2",85
"60827",5.7,4.9,"1",89
"60828",6.2,5.7,"2",96
"60829",6.2,5.7,"2",93
"60830",6.1,5.4,"1",97
"60831",5,4.5,"1",97
"60832",5.8,5.9,"1",98
"60833",5.8,5.8,"2",89
"60834",5.3,5.9,"1",88
"60835",5.4,4.7,"2",92
"60836",5.8,6.1,"1",89
"60837",5,6.1,"2",96
"60838",4.9,5.1,"2",93
"60839",5.3,5.1,"2",88
"60840",4.8,4.7,"1",93
"60841",6.5,6.6,"1",86
"60842",5.2,5.1,"1",100
"60843",6,6.2,"2",90
"60844",6.8,6.8,"2",96
"60845",4.9,4.5,"1",88
"60846",6.2,5.4,"1",90
"60847",5.4,5.2,"1",100
"60848",5.5,5.7,"1",100
"60849",5.4,5.4,"2",96
"60850",6.1,6.2,"1",93
"60851",4.5,3.3,"1",85
"60852",6.1,5.3,"2",88
"60853",6.2,6.6,"2",96
"60854",5.2,4.8,"2",96
"60855",5.5,5.9,"1",99
"60856",5,5.6,"1",90
"60857",4.7,4.5,"1",70
"60858",5.6,5.9,"2",97
"60859",4.7,4.8,"1",89
"60860",5.4,6.1,"2",93
"60861",5.9,6.2,"2",100
"60862",4.6,4.8,"1",85
"60863",5.2,5.4,"1",92
"60864",6.6,6.7,"1",99
"60865",5.1,5.2,"1",97
"60866",5.4,5.2,"2",93
"60867",4.6,4.9,"2",94
"60868",6,5.4,"1",95
"60869",5.8,5.2,"1",100
"60870",6,5.6,"2",96
"60871",5.7,5.5,"2",93
"60872",5.8,6.1,"1",94
"60873",5.6,5.6,"2",92
"60874",6.5,6.3,"1",100
"60875",5.9,5.7,"1",87
"60876",5.8,5.8,"1",95
"60877",6.5,6.5,"2",99
"60878",6.1,6.1,"1",98
"60879",5.3,5.7,"2",89
"60880",5.4,5.4,"2",99
"60881",5.5,5.5,"2",98
"60882",5.3,5.1,"1",96
"60883",5.7,6,"1",88
"60884",5.5,5.8,"2",84
"60885",6,5.8,"2",100
"60886",5.6,5.5,"2",96
"60887",5.4,3.5,"1",76
"60888",6.5,5.7,"2",94
"60889",6.2,6.2,"2",95
"60890",5.9,6.2,"1",100
"60891",6.2,6.1,"2",90
"60892",5.5,5.6,"2",95
"60893",6.5,6.4,"2",99
"60894",6.4,6.2,"2",99
"60895",6.3,5.8,"1",93
"60896",6.1,5.9,"2",96
"60897",5.1,4.9,"1",100
"60898",4.5,3.2,"1",87
"60899",5.9,5.8,"1",89
"60900",6.3,6,"2",91
"60901",6.3,6.3,"2",100
"60902",5.8,5.7,"2",95
"60903",5.5,4.7,"1",88
"60904",5.6,5.4,"1",94
"60905",5.8,5.8,"1",98
"60906",5.9,6.1,"2",99
"60907",6.3,6.3,"1",81
"60908",6,5.9,"2",94
"60909",5.4,5.3,"2",94
"60910",5.1,3.4,"2",69
"60911",5.8,6.1,"1",98
"60912",5.6,5.9,"1",89
"60913",6.5,5.8,"1",98
"60914",6.3,5.7,"1",91
"60915",5.3,5.1,"1",99
"60916",5.7,5.4,"2",90
"60917",4.7,4.9,"1",97
"60918",6.2,6.4,"1",96
"60919",5.5,5.3,"2",85
"60920",6.7,6.4,"2",98
"60921",6.2,6.2,"2",95
"60922",5.9,6.3,"1",98
"60923",6.1,5.7,"1",100
"60924",6.3,6.3,"1",89
"60925",6.1,6.1,"1",89
"60926",5.3,6.1,"2",91
"60927",5.4,5.2,"2",92
"60928",5.5,5.2,"2",96
"60929",6.5,6.5,"2",94
"60930",6.8,6.8,"2",100
"60931",5.2,4.7,"1",92
"60932",5.8,6.1,"1",95
"60933",5.6,5.3,"2",100
"60934",5.2,5,"1",83
"60935",5.4,5.7,"2",87
"60936",4.6,5.1,"1",87
"60937",6,5.9,"1",96
"60938",6.3,6.1,"2",95
"60939",6.3,6.3,"1",98
"60940",5.4,5.2,"2",87
"60941",6.3,6.5,"2",85
"60942",5.5,5.5,"2",99
"60943",6,5.6,"2",94
"60944",5.7,5.5,"1",95
"60945",5.9,5.9,"2",98
"60946",6.5,5.9,"2",96
"60947",5.7,5.1,"1",89
"60948",5.3,5.2,"2",95
"60949",5.1,5.5,"2",90
"60950",5.4,5.3,"1",92
"60951",6.6,6.5,"2",100
"60952",5.5,5.7,"1",96
"60953",6.8,5.8,"2",85
"60954",6.2,5.6,"1",96
"60955",4.8,5,"1",96
"60956",5.9,5.7,"2",96
"60957",5.3,4.1,"2",85
"60958",5.5,5.6,"2",99
"60959",5.4,4.9,"1",92
"60960",4.7,4.1,"1",82
"60961",6.2,6.4,"1",92
"60962",6.3,6.6,"2",100
"60963",6.7,6.9,"1",97
"60964",5.5,5.3,"1",92
"60965",6.3,6.2,"2",93
"60966",5,5,"2",95
"60967",5.7,5.8,"1",100
"60968",6.6,6.4,"2",99
"60969",5.8,5.1,"2",90
"60970",4.9,4.9,"2",97
"60971",5.8,5.6,"2",92
"60972",5.6,5.4,"2",98
"60973",6.6,6.7,"2",99
"60974",6.6,6.8,"2",95
"60975",5.3,5.2,"1",92
"60976",5.9,5.8,"1",98
"60977",5.9,5.9,"1",100
"60978",5.7,5.4,"1",85
"60979",5.8,5.9,"1",82
"60980",5.3,5.2,"1",85
"60981",5.4,5,"1",97
"60982",5.4,4.5,"1",97
"60983",5.4,5.6,"2",96
"60984",5.9,5.8,"2",99
"60985",5.2,5.3,"1",95
"60986",5.2,5.2,"1",90
"60987",6.5,6.7,"2",98
"60988",5.6,5.1,"1",89
"60989",5.4,5.8,"1",92
"60990",5,4.7,"1",95
"60991",6.1,6.1,"2",96
"60992",5.6,5.5,"2",92
"60993",6.2,6.5,"1",99
"60994",6.4,6.7,"1",99
"60995",5.4,6.4,"2",92
"60996",4.8,5.2,"1",98
"60997",6.6,6.6,"1",100
"60998",6.3,5.7,"1",100
"60999",5.3,4.5,"1",98
"61000",5.9,5.2,"2",87
"61001",5.3,5.7,"1",94
"61002",6.2,6.3,"2",98
"61003",5.7,6.3,"1",92
"61004",5.9,5.8,"2",98
"61005",5,5.4,"2",99
"61006",5.7,5.7,"1",86
"61007",6,5.1,"1",94
"61008",6.4,5.8,"1",100
"61009",4.8,5.3,"1",92
"61010",5.8,6.1,"2",92
"61011",5,4.8,"2",86
"61012",6.2,6,"2",100
"61013",6.4,6,"2",95
"61014",6.3,6.6,"2",97
"61015",5.6,5.5,"2",95
"61016",4.9,5.5,"2",96
"61017",6.9,6.8,"1",88
"61018",5.1,5.3,"1",98
"61019",5.9,5.8,"2",86
"61020",5.4,5.6,"1",86
"61021",5.7,5.2,"2",95
"61022",6.4,6,"1",96
"61023",5.7,5.3,"2",85
"61024",6.1,6.2,"1",97
"61025",6.1,5.8,"2",99
"61026",6.2,6.5,"2",100
"61027",6.3,5,"1",82
"61028",5.5,5.7,"1",97
"61029",5.2,3.5,"1",100
"61030",6.1,5.8,"2",97
"61031",6.5,6.3,"2",94
"61032",5.1,5.2,"1",97
"61033",5.7,5.9,"2",93
"61034",5.5,5,"1",97
"61035",6.4,5.5,"2",68
"61036",6.1,6.3,"2",90
"61037",5.2,5.2,"2",97
