"","COD_REG_RBD","RURAL_RBD","GEN_ALU","EDAD_ALU","PROM_GRAL","ASISTENCIA","CIENCIAS"
"20650",13,0,1,17,5.8,98,"0"
"20651",13,0,2,17,5.5,90,"0"
"20652",7,0,1,17,5.6,98,"0"
"20653",5,0,1,19,5.7,98,"0"
"20654",13,0,2,17,6.8,95,"1"
"20655",8,0,2,40,6.9,100,"0"
"20656",13,0,2,18,5,82,"0"
"20657",13,0,2,17,6.9,97,"0"
"20658",8,0,2,18,6.1,88,"0"
"20659",8,0,2,17,6.7,92,"0"
"20660",13,0,1,17,6.7,97,"0"
"20661",13,0,1,17,6.5,97,"1"
"20662",5,0,1,17,6.2,98,"0"
"20663",5,0,2,17,6.6,92,"0"
"20664",10,0,2,17,5.7,97,"0"
"20665",10,0,2,17,6.5,92,"0"
"20666",13,0,2,17,6.2,87,"0"
"20667",6,0,2,17,6.5,98,"0"
"20668",13,0,1,17,5.6,97,"0"
"20669",5,0,2,17,6.1,94,"0"
"20670",13,0,1,17,6,100,"0"
"20671",13,0,1,18,5.5,90,"0"
"20672",16,0,1,17,6.8,100,"0"
"20673",2,0,1,17,5.2,96,"0"
"20674",1,0,2,17,6.4,94,"0"
"20675",1,1,1,17,6.2,99,"0"
"20676",5,0,2,18,6.2,90,"0"
"20677",13,0,1,17,5.7,92,"0"
"20678",10,0,2,17,5.8,97,"0"
"20679",9,0,2,17,6.5,98,"0"
"20680",13,0,1,17,5.9,97,"0"
"20681",13,0,2,17,5.1,82,"0"
"20682",2,0,1,17,5.5,94,"0"
"20683",9,0,2,17,6.4,94,"0"
"20684",13,0,2,17,5.6,86,"0"
"20685",10,0,1,17,5.8,88,"0"
"20686",13,0,2,17,5.7,91,"0"
"20687",7,0,1,17,6.4,100,"0"
"20688",10,0,2,18,6.6,90,"0"
"20689",4,0,1,17,6.4,96,"0"
"20690",13,0,1,17,6.4,99,"0"
"20691",5,0,1,18,5.8,91,"0"
"20692",13,0,1,34,5.8,70,"0"
"20693",8,0,1,17,5.1,84,"0"
"20694",6,0,2,17,6.4,97,"0"
"20695",13,0,1,18,5.1,84,"0"
"20696",10,0,2,17,5.8,94,"0"
"20697",13,0,2,17,5.6,88,"0"
"20698",16,0,2,17,5.8,93,"0"
"20699",4,0,2,17,5.8,100,"0"
"20700",5,0,2,18,5.3,98,"0"
"20701",4,0,2,17,5.6,99,"0"
"20702",10,0,2,17,6.6,99,"0"
"20703",13,1,2,17,5.5,99,"0"
"20704",13,0,1,17,5.4,94,"0"
"20705",6,0,2,18,5.7,100,"0"
"20706",13,0,2,17,6,90,"0"
"20707",3,0,1,17,4.6,70,"1"
"20708",8,0,2,17,6.5,100,"0"
"20709",13,0,1,18,5.1,87,"0"
"20710",5,0,1,18,6.3,86,"0"
"20711",5,0,2,18,5.4,37,"0"
"20712",13,0,2,18,6.8,98,"0"
"20713",16,0,2,17,6.8,99,"0"
"20714",1,0,2,18,6.2,94,"0"
"20715",4,0,1,17,6.4,90,"0"
"20716",13,0,1,18,5.3,95,"0"
"20717",6,0,2,18,5.9,87,"0"
"20718",5,0,1,17,5.8,94,"0"
"20719",2,0,1,17,6.1,98,"0"
"20720",15,0,2,17,6.6,97,"0"
"20721",13,0,2,17,6.6,78,"0"
"20722",11,0,1,17,5.7,88,"0"
"20723",13,0,2,17,6,97,"0"
"20724",10,0,1,17,5.8,90,"0"
"20725",10,0,2,17,6.1,97,"0"
"20726",13,0,2,17,6.7,91,"1"
"20727",13,0,2,17,6.4,96,"0"
"20728",13,0,2,17,6,98,"0"
"20729",1,0,1,17,5.5,95,"0"
"20730",14,0,2,17,6.4,85,"0"
"20731",1,0,1,17,5.6,91,"0"
"20732",1,0,1,18,5.9,98,"0"
"20733",13,0,2,17,6.9,95,"0"
"20734",5,0,1,17,6,88,"0"
"20735",2,0,1,18,5.9,100,"0"
"20736",5,0,2,17,5.3,65,"0"
"20737",4,0,2,17,6.3,94,"0"
"20738",16,0,1,18,6.2,100,"0"
"20739",13,0,1,17,5.2,89,"0"
"20740",16,0,2,17,6.1,93,"0"
"20741",4,0,1,18,5.2,96,"0"
"20742",2,0,1,17,6.1,96,"0"
"20743",13,0,2,17,5.2,90,"0"
"20744",13,0,2,17,5.6,99,"0"
"20745",5,0,1,17,6.9,85,"0"
"20746",5,0,1,17,5.8,95,"0"
"20747",6,0,2,17,6.1,87,"0"
"20748",5,0,2,17,6.4,100,"0"
"20749",8,0,1,17,5.2,85,"0"
"20750",7,0,1,19,7,99,"0"
"20751",13,0,2,17,6,99,"0"
"20752",4,0,1,17,5.4,90,"0"
"20753",13,0,1,18,6.6,94,"0"
"20754",13,0,1,17,5.7,98,"0"
"20755",9,0,2,17,6,97,"0"
"20756",13,0,2,17,5.5,69,"0"
"20757",13,0,2,17,6.5,90,"0"
"20758",8,0,1,17,6,96,"0"
"20759",8,0,2,17,5.8,99,"0"
"20760",7,0,1,17,6.6,86,"0"
"20761",13,0,1,17,5.9,99,"0"
"20762",8,0,2,17,6.5,91,"0"
"20763",2,0,2,17,5.8,66,"0"
"20764",8,0,1,17,6.1,97,"0"
"20765",13,0,2,18,6.6,85,"0"
"20766",4,0,2,17,6.7,97,"0"
"20767",13,0,1,18,5.8,86,"0"
"20768",13,0,1,17,5.4,96,"0"
"20769",8,0,2,17,6.5,99,"0"
"20770",12,0,2,18,5,76,"0"
"20771",4,0,1,17,5.4,97,"0"
"20772",4,0,1,17,5.8,100,"0"
"20773",15,0,1,17,5.5,97,"0"
"20774",6,0,2,17,6.3,100,"0"
"20775",15,0,1,18,6,95,"0"
"20776",2,0,2,17,5.9,99,"0"
"20777",2,0,2,18,6.3,92,"0"
"20778",13,0,1,18,5.8,97,"0"
"20779",13,0,2,17,6.3,76,"0"
"20780",13,0,2,17,6.2,88,"0"
"20781",7,0,1,17,6.3,85,"0"
"20782",5,0,2,17,5.9,94,"0"
"20783",3,0,2,21,6.6,91,"0"
"20784",2,0,1,19,5.6,98,"0"
"20785",13,0,2,17,6.2,98,"0"
"20786",13,0,1,17,5.5,95,"0"
"20787",6,0,1,17,6.4,96,"0"
"20788",10,0,2,17,5.8,87,"0"
"20789",4,0,2,18,6.6,100,"0"
"20790",13,0,2,18,5.7,82,"0"
"20791",8,0,1,17,6.6,99,"0"
"20792",8,0,2,17,6.9,92,"0"
"20793",13,0,1,17,6.7,90,"0"
"20794",7,0,2,18,6.4,97,"0"
"20795",9,0,1,17,6.2,99,"0"
"20796",13,0,2,17,5,86,"0"
"20797",9,0,1,17,6,100,"0"
"20798",6,0,1,17,5.9,97,"0"
"20799",13,0,1,18,5.8,92,"0"
"20800",5,0,2,18,5.3,96,"0"
"20801",5,0,1,19,5.9,85,"0"
"20802",5,0,2,17,6.2,91,"0"
"20803",16,0,2,17,5.6,95,"0"
"20804",9,0,1,17,6.2,91,"0"
"20805",11,0,1,17,5.8,95,"0"
"20806",1,0,2,17,6.4,97,"0"
"20807",8,0,2,17,6.2,96,"0"
"20808",2,0,1,19,5.4,87,"0"
"20809",13,0,1,17,5.5,80,"0"
"20810",13,0,1,21,5.2,85,"0"
"20811",13,0,1,19,5.4,95,"0"
"20812",13,0,2,40,5.6,85,"0"
"20813",5,0,1,17,6.8,88,"0"
"20814",5,0,2,17,7,98,"1"
"20815",13,0,2,18,6.6,96,"0"
"20816",4,0,1,18,4.9,90,"0"
"20817",13,0,1,42,5.8,92,"0"
"20818",7,0,1,43,6.8,100,"0"
"20819",13,0,1,17,6.6,88,"0"
"20820",2,0,1,17,5.7,97,"0"
"20821",5,0,2,17,6.7,86,"0"
"20822",13,0,1,18,5.8,86,"0"
"20823",13,0,1,17,7,100,"0"
"20824",9,0,1,17,6.8,99,"0"
"20825",7,0,2,17,6.6,81,"0"
"20826",7,0,1,17,5.7,88,"0"
"20827",4,0,1,19,5.3,90,"0"
"20828",13,0,1,18,5.2,86,"0"
"20829",13,1,2,18,5.4,81,"0"
"20830",6,0,2,17,5.4,93,"0"
"20831",16,0,2,17,4.7,85,"0"
"20832",14,0,2,17,5.4,91,"0"
"20833",13,0,2,17,4.9,76,"0"
"20834",13,0,1,18,4.2,91,"0"
"20835",13,0,1,17,6.5,90,"0"
"20836",13,0,2,17,6.6,83,"0"
"20837",1,0,2,18,5.5,85,"0"
"20838",13,0,2,17,5.5,90,"0"
"20839",6,0,1,17,5.9,98,"0"
"20840",9,0,2,17,5.8,100,"0"
"20841",13,0,1,18,6.8,97,"0"
"20842",13,0,1,17,6,92,"0"
"20843",6,0,2,17,6.2,83,"0"
"20844",13,0,1,18,5.2,51,"0"
"20845",7,0,1,17,6.5,99,"0"
"20846",13,0,2,18,6.4,97,"0"
"20847",13,0,1,17,5.4,92,"0"
"20848",8,0,1,19,5.8,94,"0"
"20849",13,0,2,18,5.6,85,"0"
"20850",13,0,1,17,6.1,93,"0"
"20851",8,0,1,17,5.2,89,"0"
"20852",13,0,1,17,5.4,100,"0"
"20853",14,0,1,17,6.3,89,"0"
"20854",13,0,2,17,5.8,86,"0"
"20855",6,0,1,17,5.7,92,"0"
"20856",10,0,2,18,5.9,90,"0"
"20857",10,0,2,17,6.1,89,"0"
"20858",13,0,2,17,6.6,94,"0"
"20859",15,0,2,19,6.3,97,"0"
"20860",13,0,1,17,5.9,94,"0"
"20861",9,0,1,18,5.8,88,"0"
"20862",13,0,2,18,6.4,100,"0"
"20863",6,0,2,18,5.7,67,"0"
"20864",13,0,2,44,6.2,94,"0"
"20865",14,0,2,17,5.9,85,"1"
"20866",8,0,1,19,5.8,81,"0"
"20867",13,0,1,19,5.3,97,"0"
"20868",5,0,1,17,5.8,99,"0"
"20869",13,0,2,17,6.5,89,"0"
"20870",5,0,2,18,5.1,92,"0"
"20871",4,1,2,19,6.1,95,"0"
"20872",13,0,2,18,5.3,94,"0"
"20873",2,0,1,17,6.3,85,"0"
"20874",2,0,1,17,6.3,85,"0"
"20875",2,0,1,17,6.3,85,"0"
"20876",2,0,1,17,6.3,85,"0"
"20877",6,0,2,24,6.5,100,"0"
"20878",4,0,2,17,5.6,90,"0"
"20879",4,0,2,17,5.6,96,"0"
"20880",12,0,2,17,6.8,74,"0"
"20881",13,0,2,17,5.8,93,"0"
"20882",13,0,2,17,6,90,"0"
"20883",13,0,2,17,6.3,87,"0"
"20884",13,0,1,17,5.4,96,"0"
"20885",12,0,2,17,5.5,82,"0"
"20886",13,0,1,17,5.3,91,"0"
"20887",10,0,2,17,6.9,96,"0"
"20888",11,0,1,17,5.5,93,"0"
"20889",5,0,2,17,6.2,98,"0"
"20890",5,0,1,19,5.1,97,"0"
"20891",6,0,2,17,6,88,"0"
"20892",6,0,1,17,6.3,94,"0"
"20893",14,0,2,17,5.7,91,"0"
"20894",1,0,1,17,6.2,94,"0"
"20895",13,0,2,26,6.2,95,"0"
"20896",9,0,2,18,5.5,95,"1"
"20897",10,0,1,19,4.6,61,"0"
"20898",7,0,1,17,6,99,"0"
"20899",7,1,2,19,6.1,100,"0"
"20900",10,0,2,21,5.7,43,"0"
"20901",5,0,1,17,5.8,89,"0"
"20902",13,0,2,17,5.8,97,"0"
"20903",2,0,2,17,6.3,90,"0"
"20904",5,0,1,17,6.7,85,"0"
"20905",13,0,1,17,6.1,98,"0"
"20906",8,0,2,17,6.4,97,"0"
"20907",9,0,1,17,5.9,96,"0"
"20908",13,0,2,18,5.3,89,"0"
"20909",13,0,1,18,5.9,86,"0"
"20910",14,0,2,18,6.1,95,"0"
"20911",4,0,2,17,6.4,95,"0"
"20912",13,0,1,17,6.6,92,"0"
"20913",6,0,2,17,5.8,89,"0"
"20914",11,0,2,18,5.1,94,"0"
"20915",13,0,1,17,5.9,83,"0"
"20916",5,0,1,19,5.4,100,"1"
"20917",13,0,1,17,5.4,90,"0"
"20918",9,0,2,17,6,97,"0"
"20919",13,0,1,19,5.7,85,"0"
"20920",13,0,1,17,6.3,100,"0"
"20921",3,0,2,18,5.7,93,"0"
"20922",13,0,1,19,5.7,97,"0"
"20923",13,0,1,18,4.2,77,"0"
"20924",13,0,2,17,6,99,"0"
"20925",13,0,2,17,5.1,95,"0"
"20926",10,0,1,18,5.3,95,"0"
"20927",12,0,1,18,5.4,85,"0"
"20928",1,1,1,17,5.5,88,"0"
"20929",13,0,2,17,5.5,91,"0"
"20930",13,1,1,20,5.2,90,"0"
"20931",10,1,1,17,5.3,97,"0"
"20932",10,0,2,30,6.7,100,"0"
"20933",10,0,2,17,6.1,98,"0"
"20934",13,0,1,17,6.2,96,"0"
"20935",13,0,1,18,5.3,80,"0"
"20936",13,0,2,25,4.7,70,"0"
"20937",1,0,2,18,6.5,94,"0"
"20938",13,0,1,18,5.3,89,"0"
"20939",13,0,1,18,5.4,71,"0"
"20940",5,0,2,17,5.5,97,"0"
"20941",13,0,2,17,6.2,100,"0"
"20942",5,0,1,17,6.7,94,"0"
"20943",6,0,2,17,6,100,"0"
"20944",13,0,2,18,5.4,93,"0"
"20945",13,0,2,19,4.8,92,"0"
"20946",4,0,1,17,6.1,95,"0"
"20947",13,0,2,17,6.1,96,"0"
"20948",13,0,2,17,6.6,92,"0"
"20949",6,0,1,17,6.7,94,"0"
"20950",13,0,1,33,5.5,100,"0"
"20951",7,0,1,17,6,95,"0"
"20952",7,0,1,17,5.8,73,"0"
"20953",9,0,2,17,6.1,97,"0"
"20954",13,0,1,17,6.5,95,"0"
"20955",13,0,1,27,5.8,96,"0"
"20956",5,0,1,19,6.3,77,"0"
"20957",16,0,1,17,5.4,85,"0"
"20958",3,0,2,17,6.6,94,"0"
"20959",13,0,2,17,6.2,98,"0"
"20960",8,0,2,17,6.2,90,"0"
"20961",5,0,1,17,6.5,99,"0"
"20962",13,0,2,17,5.7,87,"0"
"20963",8,0,2,18,5.9,90,"0"
"20964",6,0,2,17,6.8,99,"0"
"20965",2,0,2,18,5.3,88,"0"
"20966",10,0,2,17,6.2,92,"0"
"20967",13,0,2,17,6.1,88,"0"
"20968",13,0,2,17,5.9,97,"0"
"20969",13,0,2,17,6.3,91,"0"
"20970",8,0,2,17,5.7,92,"0"
"20971",13,0,1,18,5.7,86,"0"
"20972",4,0,1,17,6,94,"0"
"20973",10,0,1,17,6.8,91,"0"
"20974",9,0,2,17,5.4,88,"0"
"20975",13,0,2,18,6.6,88,"0"
"20976",15,0,1,17,5.6,85,"0"
"20977",1,0,2,17,6.3,98,"0"
"20978",13,0,2,18,5,85,"0"
"20979",13,0,1,18,6.5,90,"0"
"20980",2,0,2,18,5.9,88,"0"
"20981",5,0,2,17,5.3,92,"0"
"20982",13,1,1,18,6.1,87,"0"
"20983",5,0,2,20,5.8,85,"0"
"20984",5,0,2,18,5.4,85,"0"
"20985",13,0,1,17,5.3,69,"0"
"20986",13,0,1,17,6.2,98,"0"
"20987",2,0,2,17,6,100,"0"
"20988",13,0,2,17,6.2,95,"0"
"20989",13,0,1,17,6.4,99,"1"
"20990",13,0,1,17,6.7,99,"0"
"20991",16,0,2,17,5.6,95,"0"
"20992",11,0,2,17,6,96,"0"
"20993",13,0,2,20,5.6,94,"0"
"20994",13,0,1,17,6.9,100,"1"
"20995",6,0,1,17,6,97,"0"
"20996",4,0,1,18,6,92,"0"
"20997",13,1,1,17,5.5,100,"0"
"20998",8,0,1,19,5.3,96,"0"
"20999",8,0,2,17,6.5,95,"0"
"21000",8,0,2,17,6.5,95,"0"
"21001",8,0,2,17,6.5,95,"0"
"21002",8,0,2,17,6.5,95,"0"
"21003",9,0,2,17,6.1,93,"0"
"21004",13,0,2,17,6.3,97,"0"
"21005",8,0,1,17,5.8,90,"0"
"21006",14,1,2,17,6.6,98,"0"
"21007",7,0,1,17,6.4,100,"0"
"21008",4,0,2,17,6.8,100,"0"
"21009",4,0,1,17,5.7,95,"1"
"21010",12,0,1,18,5.8,83,"0"
"21011",13,0,1,18,6.9,99,"0"
"21012",13,0,1,17,5.7,92,"0"
"21013",13,0,2,17,5.1,92,"0"
"21014",14,0,2,18,6.2,100,"0"
"21015",10,0,1,18,5.7,98,"0"
"21016",13,0,2,17,6.4,100,"0"
"21017",13,0,2,17,4.8,45,"0"
"21018",13,0,2,18,5.4,90,"0"
"21019",13,0,1,18,5.4,88,"0"
"21020",8,0,1,17,6.6,95,"0"
"21021",13,0,2,17,6.1,84,"0"
"21022",13,0,2,27,6.2,85,"0"
"21023",10,0,1,18,5.5,83,"0"
"21024",5,0,2,17,5.5,92,"0"
"21025",7,0,2,17,6.1,99,"0"
"21026",2,0,2,17,5.5,99,"0"
"21027",6,0,2,18,5.3,92,"0"
"21028",16,0,2,17,6.2,98,"0"
"21029",13,0,1,18,6.1,95,"0"
"21030",13,0,1,18,5.8,87,"0"
"21031",2,0,2,17,4.8,99,"0"
"21032",13,0,2,18,6,64,"0"
"21033",13,0,2,18,6.5,96,"0"
"21034",6,0,1,19,5.6,94,"0"
"21035",9,0,2,17,6.4,99,"0"
"21036",13,0,1,18,6.5,98,"0"
"21037",13,0,1,17,6.5,92,"0"
"21038",13,0,1,18,6.3,97,"0"
"21039",13,0,1,17,6.4,98,"0"
"21040",10,0,2,19,4.5,90,"0"
"21041",13,0,1,17,5.4,95,"0"
"21042",13,0,1,17,5.9,91,"0"
"21043",9,0,1,17,6.9,100,"0"
"21044",6,0,2,17,6.7,97,"0"
"21045",13,0,1,17,5.5,96,"0"
"21046",4,0,2,17,5.7,99,"0"
"21047",13,0,1,17,5.8,91,"0"
"21048",13,0,2,17,6,58,"0"
"21049",13,0,1,18,5.1,85,"0"
"21050",13,0,1,17,5.5,97,"0"
"21051",2,0,2,18,6.8,95,"0"
"21052",16,0,2,18,6.1,95,"0"
"21053",13,0,2,18,6.8,94,"0"
"21054",13,0,1,17,5.6,96,"0"
"21055",13,0,1,17,6.1,97,"0"
"21056",13,0,2,17,5.3,86,"0"
"21057",13,0,2,17,6.5,96,"0"
"21058",5,0,1,20,6.1,100,"0"
"21059",13,0,2,20,4.8,80,"0"
"21060",13,0,2,17,6.2,88,"0"
"21061",13,0,1,20,6.1,97,"0"
"21062",4,0,1,17,6.2,92,"0"
"21063",8,0,2,18,5.5,84,"0"
"21064",7,0,2,17,6,91,"0"
"21065",13,0,2,17,6.2,99,"0"
"21066",11,0,2,17,6.7,89,"0"
"21067",13,0,1,17,5.2,82,"0"
"21068",5,0,2,18,5.7,77,"0"
"21069",7,0,1,17,5.3,93,"0"
"21070",5,0,2,27,6.3,95,"0"
"21071",8,0,1,17,6.1,93,"0"
"21072",7,0,2,18,5.6,95,"0"
"21073",13,0,2,17,5.6,97,"0"
"21074",5,0,2,18,6.1,95,"0"
"21075",6,0,1,17,5.2,92,"0"
"21076",13,0,2,19,5.2,98,"0"
"21077",8,0,1,17,6,96,"0"
"21078",5,0,1,18,6.8,86,"0"
"21079",13,0,1,17,6.5,99,"0"
"21080",9,0,1,17,6.5,99,"0"
"21081",13,0,1,17,6.7,99,"0"
"21082",13,0,1,17,5.8,86,"0"
"21083",5,0,2,17,5.7,78,"1"
"21084",4,0,1,17,4.7,80,"0"
"21085",16,0,2,17,6.2,86,"0"
"21086",13,0,2,17,5.8,92,"0"
"21087",5,0,1,17,5.4,90,"0"
"21088",16,0,2,18,6.4,89,"0"
"21089",14,0,1,17,6.6,99,"0"
"21090",16,0,2,17,6,82,"0"
"21091",13,0,1,17,5.5,92,"0"
"21092",5,0,2,17,6.4,90,"0"
"21093",13,0,2,49,6.3,99,"0"
"21094",13,0,1,17,6.9,98,"0"
"21095",13,0,2,17,6.3,83,"0"
"21096",2,0,2,17,5.6,98,"0"
"21097",13,0,1,17,5.8,92,"0"
"21098",10,0,2,17,6.8,100,"0"
"21099",14,0,1,17,6,85,"0"
"21100",13,0,2,17,5.6,78,"0"
"21101",3,0,2,17,6.4,82,"0"
"21102",2,0,2,17,6.2,92,"0"
"21103",7,0,1,26,6.2,83,"0"
"21104",13,0,1,17,6,94,"0"
"21105",6,0,1,17,4.6,91,"0"
"21106",9,0,1,18,5,94,"0"
"21107",13,0,1,17,6.3,85,"0"
"21108",13,0,1,17,6.7,94,"0"
"21109",13,0,2,17,5.5,87,"0"
"21110",7,0,2,17,6.2,98,"0"
"21111",13,0,2,18,5.5,91,"0"
"21112",2,0,2,17,6.6,99,"0"
"21113",2,0,1,17,6.2,94,"0"
"21114",13,0,2,19,5.2,79,"0"
"21115",13,0,1,18,4.9,94,"0"
"21116",6,0,2,17,6,93,"0"
"21117",8,0,1,17,5.8,95,"0"
"21118",13,0,2,17,6.7,98,"0"
"21119",9,0,2,23,6.6,98,"0"
"21120",13,0,1,17,6.5,97,"0"
"21121",13,0,1,17,5.6,93,"0"
"21122",13,0,1,17,5.1,89,"0"
"21123",13,0,2,17,6.6,85,"0"
"21124",13,0,2,17,5.4,93,"0"
"21125",13,0,2,17,6.5,95,"0"
"21126",5,0,2,17,6.5,100,"0"
"21127",10,0,1,17,5.9,96,"0"
"21128",10,0,2,17,6.6,100,"0"
"21129",13,0,1,17,6.3,97,"0"
"21130",13,0,2,17,5.8,71,"0"
"21131",13,0,1,17,7,99,"1"
"21132",13,0,2,17,6.1,94,"0"
"21133",16,0,1,17,5.8,99,"0"
"21134",13,0,2,18,5.9,83,"0"
"21135",8,0,2,18,6.1,95,"0"
"21136",13,0,2,17,5.7,97,"0"
"21137",13,0,2,17,5.7,85,"0"
"21138",13,0,2,27,6.5,91,"0"
"21139",8,0,2,17,6.6,89,"0"
"21140",13,0,1,17,5.6,89,"0"
"21141",13,0,2,17,4.9,86,"0"
"21142",13,0,2,17,5.6,85,"0"
"21143",4,0,2,17,6.4,94,"0"
"21144",13,0,2,17,6.9,97,"0"
"21145",13,0,1,20,5.4,81,"0"
"21146",16,0,2,18,6.6,99,"0"
"21147",5,0,2,17,6.2,93,"0"
"21148",10,0,2,18,5.4,90,"0"
"21149",4,0,2,17,6.8,97,"0"
"21150",7,0,2,17,5.9,96,"0"
"21151",9,0,2,17,6,90,"0"
"21152",9,0,2,17,4.4,97,"0"
"21153",10,0,1,17,5.4,88,"0"
"21154",13,0,1,19,5.2,84,"0"
"21155",8,0,1,17,5.5,91,"0"
"21156",13,1,2,17,5.5,73,"0"
"21157",13,0,2,20,5.4,91,"0"
"21158",13,0,2,17,5.7,44,"0"
"21159",8,0,2,17,6,80,"0"
"21160",8,0,2,17,6,80,"0"
"21161",8,0,2,17,6,80,"0"
"21162",8,0,2,17,6,80,"0"
"21163",8,0,1,17,5.6,95,"0"
"21164",13,0,2,17,5.9,90,"0"
"21165",10,0,1,17,5.6,96,"0"
"21166",5,0,2,17,5.5,94,"0"
"21167",5,0,2,17,6.3,83,"0"
"21168",5,0,1,19,4.6,85,"0"
"21169",5,0,2,17,7,95,"0"
"21170",13,0,2,17,5.2,97,"0"
"21171",9,0,2,17,5.1,72,"0"
"21172",8,0,2,17,6.7,91,"0"
"21173",8,0,1,17,6.6,98,"0"
"21174",9,0,1,18,5.7,74,"0"
"21175",5,0,1,17,6.4,92,"0"
"21176",1,0,2,18,6.6,97,"0"
"21177",8,0,1,30,6.2,94,"0"
"21178",6,0,2,17,5.4,77,"0"
"21179",9,0,2,17,5.3,99,"0"
"21180",13,0,2,17,5.8,85,"0"
"21181",13,0,2,18,5.3,96,"0"
"21182",13,0,2,17,5.5,91,"0"
"21183",2,0,1,17,5.2,94,"0"
"21184",5,0,1,17,6,91,"0"
"21185",13,0,1,17,5.9,86,"0"
"21186",13,0,1,18,5,92,"0"
"21187",7,1,1,17,6.5,96,"0"
"21188",7,0,2,18,6.9,97,"0"
"21189",13,0,2,17,5.2,85,"0"
"21190",1,0,1,17,6.8,98,"0"
"21191",13,0,1,19,5.2,91,"0"
"21192",13,0,2,17,6.4,94,"0"
"21193",1,0,1,18,5.7,95,"0"
"21194",13,0,2,18,4.9,90,"0"
"21195",5,0,1,18,5.3,95,"0"
"21196",13,0,2,18,6.4,83,"0"
"21197",5,0,2,17,5.2,89,"0"
"21198",6,0,2,19,6.7,100,"0"
"21199",7,0,2,17,6.6,99,"0"
"21200",7,0,1,17,6.2,99,"0"
"21201",6,0,2,18,6.3,97,"0"
"21202",13,0,1,18,5.3,92,"0"
"21203",6,0,1,17,5.5,96,"0"
"21204",6,0,2,17,5.2,93,"0"
"21205",5,0,1,18,5.5,85,"0"
"21206",13,0,2,17,6.1,100,"0"
"21207",13,0,1,17,6.2,90,"0"
"21208",5,0,1,17,6.5,88,"0"
"21209",13,0,2,17,6.4,92,"0"
"21210",12,0,1,18,5.6,91,"0"
"21211",3,0,2,18,6,93,"0"
"21212",7,0,2,17,6.9,91,"0"
"21213",7,0,1,17,6.5,93,"0"
"21214",13,0,1,18,6.8,96,"0"
"21215",4,0,1,17,5.5,76,"0"
"21216",5,0,1,18,6.5,97,"0"
"21217",13,0,1,18,5,88,"0"
"21218",13,0,1,18,5,88,"0"
"21219",13,0,1,18,5,88,"0"
"21220",13,0,1,18,5,88,"0"
"21221",13,0,2,17,6.1,90,"0"
"21222",5,0,2,50,6,99,"0"
"21223",13,0,2,17,4.7,78,"0"
"21224",8,1,2,17,6.8,98,"0"
"21225",5,0,2,17,5.8,86,"0"
"21226",13,0,1,17,5.6,92,"0"
"21227",13,0,2,17,6.2,95,"0"
"21228",10,0,2,17,5.4,97,"0"
"21229",13,0,1,17,6.1,94,"0"
"21230",6,0,1,18,5.6,95,"0"
"21231",13,0,1,17,5.7,89,"0"
"21232",8,0,1,17,5.5,95,"0"
"21233",7,0,2,19,5.3,85,"0"
"21234",13,0,2,18,6.5,87,"0"
"21235",10,0,2,17,6.2,96,"0"
"21236",5,0,2,17,6.4,94,"0"
"21237",13,0,2,18,5.4,44,"0"
"21238",13,0,2,19,6.6,94,"0"
"21239",13,0,1,18,5.6,96,"0"
"21240",4,0,1,17,6.1,96,"0"
"21241",4,0,2,17,6.3,97,"0"
"21242",9,0,1,17,6.8,100,"0"
"21243",13,0,2,17,6.4,99,"0"
"21244",13,0,2,17,4.7,96,"0"
"21245",13,0,1,18,5,96,"0"
"21246",5,0,2,17,5.4,77,"0"
"21247",4,0,2,17,5.2,88,"0"
"21248",12,0,1,17,5.8,90,"0"
"21249",7,0,1,18,5.7,96,"0"
"21250",10,0,2,17,6.2,92,"0"
"21251",6,0,1,18,4.5,83,"0"
"21252",5,0,1,17,5.6,95,"0"
"21253",12,0,1,17,5.1,92,"1"
"21254",16,0,1,18,6.1,94,"0"
"21255",13,0,1,17,6.5,95,"0"
"21256",10,1,1,17,5.3,90,"0"
"21257",13,0,2,18,5.7,76,"0"
"21258",7,0,1,18,5.4,97,"0"
"21259",1,0,2,17,6.7,92,"0"
"21260",4,0,1,17,4.9,95,"0"
"21261",13,0,2,17,6.4,96,"0"
"21262",13,0,2,17,5.9,81,"0"
"21263",1,0,2,17,6.8,98,"0"
"21264",8,0,1,17,5.4,99,"0"
"21265",8,0,1,17,6.2,77,"0"
"21266",16,0,2,17,6.5,95,"0"
"21267",13,0,2,17,5.9,91,"0"
"21268",13,0,2,17,5.8,93,"0"
"21269",4,0,1,17,5.9,93,"0"
"21270",13,0,2,35,6.2,96,"0"
"21271",9,0,2,17,6.7,95,"0"
"21272",13,0,2,17,5.7,91,"0"
"21273",13,0,2,17,5.4,88,"0"
"21274",9,0,1,17,5.1,95,"0"
"21275",7,0,1,20,5.3,98,"0"
"21276",9,0,2,18,6,98,"0"
"21277",13,0,2,18,5.5,80,"0"
"21278",10,0,2,17,5.5,85,"0"
"21279",4,0,1,19,6,95,"0"
"21280",13,0,1,17,5.6,93,"0"
"21281",16,0,1,17,6.4,90,"0"
"21282",4,0,2,18,6,85,"0"
"21283",9,0,2,17,5.8,99,"1"
"21284",5,0,1,17,6.2,97,"0"
"21285",13,0,2,17,5.1,91,"0"
"21286",6,0,1,17,5.3,100,"0"
"21287",10,0,1,18,6.9,96,"0"
