"","COD_REG_RBD","RURAL_RBD","GEN_ALU","EDAD_ALU","PROM_GRAL","ASISTENCIA","CIENCIAS"
"91603",13,0,2,17,6.7,100,"0"
"91604",4,0,1,17,5.2,85,"0"
"91605",3,0,1,17,5.3,94,"0"
"91606",3,0,1,17,5.2,94,"0"
"91607",13,0,1,17,6.6,98,"0"
"91608",13,0,2,17,6.9,93,"0"
"91609",9,0,2,17,5.9,97,"0"
"91610",13,0,2,19,4.9,93,"0"
"91611",6,0,2,17,6.4,89,"0"
"91612",6,1,1,17,5.9,94,"0"
"91613",2,0,2,17,6,87,"0"
"91614",13,0,2,18,4.8,87,"0"
"91615",8,0,1,17,6.7,94,"0"
"91616",13,0,2,18,6.6,96,"0"
"91617",8,0,2,17,6.8,99,"0"
"91618",13,0,2,17,6.2,100,"0"
"91619",13,0,1,17,5.9,75,"0"
"91620",13,0,2,17,5.8,95,"0"
"91621",13,0,2,17,6.1,98,"0"
"91622",9,0,2,18,6.1,85,"0"
"91623",8,0,1,17,5.8,93,"0"
"91624",13,0,1,17,4.6,70,"0"
"91625",5,0,1,18,5.7,99,"0"
"91626",7,0,1,17,5.4,99,"0"
"91627",13,0,2,17,6.2,92,"0"
"91628",5,0,1,17,6.1,96,"0"
"91629",13,0,2,17,6.2,92,"0"
"91630",13,0,1,17,5.8,98,"0"
"91631",5,0,2,17,6.3,90,"0"
"91632",13,0,1,18,6.5,91,"1"
"91633",13,0,2,19,4.5,92,"0"
"91634",8,0,2,17,6.4,95,"0"
"91635",16,0,2,17,6.7,92,"0"
"91636",13,0,1,18,6.6,98,"0"
"91637",13,0,2,17,6.4,97,"0"
"91638",13,0,1,17,6.7,77,"0"
"91639",13,0,1,17,6.2,92,"0"
"91640",13,0,2,17,6.2,100,"0"
"91641",9,0,2,17,6.5,92,"0"
"91642",9,0,2,17,6.5,92,"0"
"91643",9,0,2,17,6.5,92,"0"
"91644",9,0,2,17,6.5,92,"0"
"91645",16,0,1,17,5.7,91,"0"
"91646",9,0,1,17,6.3,87,"1"
"91647",13,0,1,18,5.2,80,"0"
"91648",5,0,2,17,6.1,83,"0"
"91649",4,0,1,17,6.5,99,"0"
"91650",8,0,1,18,5.4,88,"0"
"91651",13,0,2,17,6.6,91,"0"
"91652",8,0,2,19,6.2,100,"0"
"91653",6,0,2,17,5.9,77,"0"
"91654",6,0,1,17,5.6,94,"0"
"91655",7,0,2,18,6.1,93,"0"
"91656",10,0,1,17,6.8,99,"0"
"91657",13,0,1,17,6.7,97,"0"
"91658",7,0,1,17,5.9,99,"0"
"91659",2,0,1,17,6.4,93,"0"
"91660",2,0,1,17,5,97,"0"
"91661",14,0,1,17,5.2,94,"0"
"91662",13,0,2,17,6.1,91,"0"
"91663",7,0,1,17,5.8,92,"0"
"91664",6,0,1,17,5.7,99,"0"
"91665",2,0,2,19,5.4,55,"0"
"91666",4,0,2,17,5.5,76,"0"
"91667",4,0,1,18,5.4,76,"0"
"91668",9,0,2,17,5.7,97,"0"
"91669",9,0,2,17,6.5,95,"0"
"91670",8,0,1,17,6,96,"0"
"91671",10,0,1,17,6,98,"0"
"91672",1,0,1,17,6.4,98,"0"
"91673",5,0,1,17,5.3,85,"0"
"91674",7,0,2,17,6.2,82,"0"
"91675",14,0,1,18,6.2,98,"0"
"91676",3,0,2,17,6.7,98,"0"
"91677",3,0,1,17,5.3,97,"0"
"91678",8,0,1,18,5.3,85,"0"
"91679",13,0,1,18,5.4,98,"0"
"91680",4,0,2,17,6.2,87,"0"
"91681",4,0,2,17,5.5,94,"0"
"91682",3,0,1,20,5,96,"0"
"91683",3,0,2,20,5.8,92,"0"
"91684",5,0,1,17,5.2,98,"0"
"91685",5,0,2,18,5.7,80,"0"
"91686",6,0,1,19,6.4,100,"0"
"91687",13,0,1,17,6.9,97,"0"
"91688",13,0,2,17,5.8,82,"0"
"91689",4,0,2,17,5.6,91,"0"
"91690",8,0,1,17,5.8,90,"0"
"91691",4,0,1,18,6,90,"0"
"91692",13,0,2,17,5.5,100,"1"
"91693",13,0,2,17,5.8,96,"0"
"91694",13,0,2,17,6.3,99,"0"
"91695",11,0,1,17,5.2,98,"0"
"91696",7,0,2,17,6.5,99,"0"
"91697",7,0,2,21,6.5,100,"0"
"91698",6,0,1,17,6.3,100,"0"
"91699",8,0,1,17,6.4,99,"0"
"91700",13,0,1,17,5.5,88,"0"
"91701",9,0,2,17,6.5,96,"0"
"91702",13,0,1,18,6.4,99,"0"
"91703",9,0,1,18,4.8,61,"0"
"91704",13,0,1,17,6.4,91,"0"
"91705",5,0,1,17,4.9,95,"0"
"91706",13,0,1,17,5,95,"0"
"91707",13,0,2,17,6.1,83,"0"
"91708",4,0,1,17,5.6,86,"0"
"91709",13,0,2,17,6.7,99,"0"
"91710",13,0,2,17,6.3,89,"0"
"91711",7,0,1,18,4.9,91,"0"
"91712",13,0,1,18,5,86,"0"
"91713",13,0,2,17,6.6,91,"0"
"91714",1,0,1,30,5.8,90,"0"
"91715",13,0,2,18,6.7,96,"0"
"91716",8,0,2,17,6.6,83,"0"
"91717",13,0,2,17,6.2,91,"0"
"91718",9,0,2,18,4.7,97,"0"
"91719",6,0,1,17,7,95,"0"
"91720",5,0,2,17,6.3,90,"0"
"91721",5,0,1,17,6,93,"0"
"91722",13,0,1,17,5.6,98,"0"
"91723",13,0,2,17,6.1,99,"0"
"91724",6,0,1,18,4.6,99,"0"
"91725",1,0,1,17,5.5,98,"0"
"91726",13,0,2,17,5.9,77,"0"
"91727",13,0,1,17,5.5,90,"0"
"91728",4,0,2,17,6,97,"0"
"91729",5,0,2,17,6,94,"0"
"91730",15,0,1,17,5.1,86,"0"
"91731",3,0,1,17,6.2,99,"0"
"91732",7,0,2,18,6.5,94,"0"
"91733",9,0,2,17,6.5,92,"0"
"91734",2,0,2,17,5.5,84,"0"
"91735",1,0,1,17,5.9,91,"0"
"91736",13,0,2,18,5.6,96,"0"
"91737",9,0,1,18,5.9,94,"0"
"91738",2,0,1,17,6.2,95,"0"
"91739",14,0,2,17,6.1,91,"0"
"91740",8,0,1,19,5.3,96,"0"
"91741",9,0,1,17,6.4,99,"0"
"91742",7,0,1,20,5.5,98,"0"
"91743",13,0,2,17,5.3,82,"0"
"91744",4,0,1,18,6,85,"0"
"91745",13,0,2,17,6,85,"0"
"91746",9,0,1,17,6.2,94,"0"
"91747",7,0,1,17,5.8,96,"0"
"91748",8,0,2,18,4.9,100,"0"
"91749",7,0,2,17,6.6,98,"0"
"91750",13,0,1,18,4.8,95,"0"
"91751",13,0,2,19,5,84,"0"
"91752",6,1,2,17,6.6,98,"0"
"91753",13,0,1,17,5.5,95,"0"
"91754",7,0,2,17,5.4,85,"0"
"91755",4,0,2,18,6.6,93,"0"
"91756",10,0,2,18,5,80,"0"
"91757",10,0,1,18,5,90,"0"
"91758",6,0,2,17,5.3,92,"0"
"91759",9,0,1,17,5.7,91,"0"
"91760",13,0,1,21,5.6,100,"0"
"91761",13,0,1,19,5.7,95,"0"
"91762",9,0,1,18,5.1,99,"0"
"91763",2,0,2,18,6.8,94,"0"
"91764",4,0,2,36,6.2,97,"0"
"91765",5,0,2,18,6.1,79,"0"
"91766",13,0,2,17,6.3,95,"0"
"91767",10,0,2,22,5.6,85,"0"
"91768",4,0,2,17,6.4,89,"0"
"91769",13,0,1,18,6.3,100,"0"
"91770",8,0,1,17,5.6,97,"0"
"91771",16,1,1,17,6.5,97,"0"
"91772",13,0,1,19,6.4,97,"0"
"91773",13,0,2,17,6,95,"0"
"91774",13,0,1,17,6.6,95,"0"
"91775",5,0,1,17,5.2,92,"0"
"91776",8,0,1,17,5.4,85,"0"
"91777",16,0,2,17,6.3,100,"0"
"91778",8,0,1,18,5.4,80,"0"
"91779",4,0,1,17,6.3,99,"0"
"91780",2,0,2,17,6.6,100,"0"
"91781",8,0,2,18,5.5,97,"0"
"91782",13,1,1,17,4.9,90,"0"
"91783",13,0,2,24,5.9,79,"0"
"91784",4,0,2,17,6.7,92,"0"
"91785",10,0,2,17,5.1,88,"0"
"91786",13,0,2,17,6.9,89,"0"
"91787",10,0,1,17,7,98,"0"
"91788",10,0,1,17,6.1,99,"0"
"91789",7,0,2,17,6.3,95,"0"
"91790",13,0,1,19,4.6,92,"0"
"91791",13,0,1,17,6.4,88,"0"
"91792",13,0,1,17,6.1,92,"0"
"91793",13,0,2,17,5.5,90,"0"
"91794",13,0,1,17,5.3,96,"0"
"91795",16,0,1,19,5.3,85,"0"
"91796",13,0,2,18,5.7,92,"0"
"91797",13,0,1,17,6.1,92,"0"
"91798",13,0,2,19,5.2,99,"0"
"91799",13,0,2,17,5.5,59,"0"
"91800",13,0,2,18,5.9,94,"0"
"91801",13,0,1,17,5.2,89,"0"
"91802",13,0,1,17,6.8,96,"0"
"91803",13,0,2,19,5.5,94,"0"
"91804",4,0,1,18,6.1,91,"0"
"91805",7,0,1,18,5.4,96,"0"
"91806",2,0,2,17,6.3,100,"0"
"91807",6,0,2,17,6.1,99,"0"
"91808",13,0,1,17,5.8,92,"0"
"91809",13,0,1,17,5.8,92,"0"
"91810",1,0,1,17,5.1,99,"0"
"91811",13,0,1,17,6.6,87,"0"
"91812",8,0,1,17,5.1,85,"0"
"91813",5,0,1,17,5.9,94,"0"
"91814",10,0,2,18,5,83,"0"
"91815",10,0,1,18,5.3,98,"0"
"91816",13,0,2,17,6.4,91,"0"
"91817",4,0,2,17,6.4,85,"0"
"91818",13,0,1,18,5.8,85,"0"
"91819",13,0,2,17,6.2,98,"0"
"91820",13,0,1,17,5.3,93,"0"
"91821",9,0,2,17,5.2,86,"0"
"91822",13,0,2,17,6.5,87,"0"
"91823",13,0,1,17,6.5,96,"0"
"91824",7,0,2,17,5.8,94,"0"
"91825",16,0,2,17,6.5,88,"0"
"91826",3,0,1,17,5.1,96,"0"
"91827",8,0,2,17,6.6,97,"0"
"91828",7,0,2,17,5.6,90,"0"
"91829",8,0,1,17,6.4,93,"0"
"91830",13,0,2,45,6.1,98,"0"
"91831",6,0,2,18,5.4,88,"0"
"91832",4,0,1,17,6.1,96,"0"
"91833",5,0,2,17,4.9,100,"0"
"91834",13,0,1,18,6,92,"0"
"91835",7,0,1,17,6,96,"0"
"91836",15,0,2,17,5.7,95,"0"
"91837",13,0,1,17,5.5,89,"0"
"91838",13,0,1,17,5.1,94,"0"
"91839",13,0,2,43,6.3,100,"0"
"91840",3,0,2,18,5.1,60,"0"
"91841",4,0,2,17,5.4,100,"0"
"91842",1,0,2,17,6.3,97,"0"
"91843",8,0,1,17,6.8,100,"0"
"91844",8,0,2,17,6.6,97,"0"
"91845",13,0,1,17,4.7,99,"0"
"91846",8,0,2,18,5.1,91,"0"
"91847",13,0,1,17,6,94,"0"
"91848",13,0,2,18,6.2,78,"0"
"91849",13,0,2,17,6.1,91,"0"
"91850",6,0,2,17,5.3,87,"0"
"91851",8,0,1,19,5.3,99,"0"
"91852",13,0,1,17,6,93,"0"
"91853",15,0,1,19,5.8,97,"0"
"91854",8,0,2,17,5.4,91,"0"
"91855",5,0,2,25,5.7,99,"0"
"91856",13,0,2,17,5.9,98,"0"
"91857",10,0,1,17,6.5,96,"0"
"91858",15,0,1,17,5.7,99,"0"
"91859",13,0,1,18,6.7,95,"0"
"91860",13,0,1,18,5.1,94,"0"
"91861",13,0,1,18,6,89,"0"
"91862",9,0,2,17,6.6,87,"0"
"91863",15,0,1,17,6.8,97,"0"
"91864",13,0,2,17,6,84,"0"
"91865",9,0,2,17,6.1,96,"0"
"91866",2,0,1,19,6.1,92,"0"
"91867",1,0,2,17,6.3,95,"0"
"91868",1,0,2,17,6.2,87,"0"
"91869",9,0,2,18,5.9,91,"0"
"91870",9,0,1,17,5,75,"0"
"91871",13,0,2,21,5.9,85,"0"
"91872",13,0,1,17,5.9,86,"0"
"91873",13,0,1,18,6.5,89,"0"
"91874",13,0,1,19,6.1,96,"0"
"91875",13,0,1,17,6.4,83,"0"
"91876",13,0,1,17,6.1,98,"0"
"91877",4,0,1,17,6.4,100,"0"
"91878",13,0,1,17,6.2,97,"0"
"91879",13,0,1,17,6.2,97,"0"
"91880",13,0,1,17,6.2,97,"0"
"91881",13,0,1,17,6.2,97,"0"
"91882",2,0,1,17,4.8,87,"0"
"91883",10,0,2,17,5.7,92,"0"
"91884",5,0,2,17,6.2,95,"0"
"91885",13,0,2,18,5.8,94,"0"
"91886",9,0,2,17,6.8,99,"0"
"91887",1,0,2,17,6.5,94,"0"
"91888",2,0,1,20,4.4,66,"0"
"91889",7,0,2,17,5.3,85,"0"
"91890",16,0,2,17,6.4,91,"0"
"91891",13,0,1,17,5.3,89,"0"
"91892",14,0,2,17,6.4,94,"0"
"91893",13,0,2,17,6.5,99,"0"
"91894",13,0,2,17,4.9,87,"0"
"91895",4,0,1,18,5.8,95,"0"
"91896",13,0,1,18,4.6,89,"0"
"91897",9,0,2,17,6.4,100,"0"
"91898",13,0,2,17,5.1,64,"0"
"91899",13,0,2,17,6.8,97,"0"
"91900",13,0,2,18,5.9,99,"0"
"91901",13,0,2,17,6.7,95,"0"
"91902",13,0,1,17,5.3,89,"0"
"91903",13,0,2,17,6.1,97,"0"
"91904",13,0,2,17,5.4,99,"0"
"91905",2,0,2,18,5.2,85,"0"
"91906",12,0,1,17,6.8,95,"0"
"91907",4,0,2,17,5.4,92,"0"
"91908",13,0,1,19,6.2,88,"0"
"91909",13,0,2,17,6.3,96,"0"
"91910",8,0,2,17,5.9,86,"0"
"91911",5,0,2,17,5.9,81,"0"
"91912",8,0,1,17,5.5,96,"0"
"91913",13,0,1,17,5.4,93,"0"
"91914",13,0,1,17,6.3,87,"0"
"91915",13,0,1,17,6.6,94,"0"
"91916",5,0,1,22,5.2,85,"0"
"91917",13,0,2,18,5.4,85,"0"
"91918",10,0,2,17,6.2,90,"0"
"91919",13,0,1,17,5,96,"0"
"91920",13,0,2,18,6.3,98,"0"
"91921",2,0,2,17,6.2,95,"0"
"91922",5,0,2,23,5.7,90,"0"
"91923",13,0,1,17,5.9,98,"0"
"91924",11,0,2,17,5.8,99,"0"
"91925",6,0,2,17,6.1,89,"0"
"91926",13,0,2,27,6.4,100,"0"
"91927",10,0,1,17,6.2,97,"0"
"91928",13,0,2,17,6.2,99,"0"
"91929",13,1,2,21,5.3,82,"0"
"91930",7,0,1,17,6.4,91,"0"
"91931",8,0,2,17,6.5,97,"0"
"91932",13,0,2,17,6.8,98,"0"
"91933",13,0,1,21,5.2,81,"0"
"91934",12,0,1,17,5.3,95,"0"
"91935",6,0,2,17,6.3,95,"0"
"91936",13,0,2,18,6.5,98,"0"
"91937",13,0,1,19,4.8,98,"0"
"91938",13,0,1,17,6.1,97,"0"
"91939",13,0,1,17,6.4,85,"0"
"91940",8,0,1,17,6,93,"0"
"91941",10,1,1,17,5.6,87,"0"
"91942",13,0,1,18,5,98,"0"
"91943",13,0,2,17,5.1,96,"0"
"91944",13,0,2,37,5.5,95,"0"
"91945",8,0,1,17,5.4,84,"0"
"91946",9,0,1,18,5.6,84,"0"
"91947",5,0,2,17,5.8,89,"0"
"91948",5,0,2,17,6.7,89,"0"
"91949",5,0,2,17,6,92,"0"
"91950",8,0,1,17,6.5,99,"0"
"91951",13,0,2,17,6.1,93,"0"
"91952",2,0,2,17,6.2,93,"0"
"91953",4,0,1,17,6.6,97,"0"
"91954",4,0,1,17,6,94,"0"
"91955",6,0,1,17,6.6,97,"0"
"91956",8,0,2,17,6.2,94,"0"
"91957",9,0,1,17,5.5,97,"0"
"91958",7,0,1,17,6.2,91,"0"
"91959",9,0,1,17,5.5,97,"0"
"91960",4,0,2,20,6.8,97,"0"
"91961",13,0,1,17,5.9,90,"0"
"91962",13,0,1,17,5.1,95,"0"
"91963",5,0,2,17,5.6,92,"0"
"91964",13,0,2,17,6.5,99,"0"
"91965",13,0,2,17,5.7,73,"0"
"91966",7,0,2,18,5.9,90,"0"
"91967",8,0,1,17,6.6,92,"0"
"91968",13,0,2,26,5.7,93,"0"
"91969",8,0,2,17,6.4,88,"0"
"91970",13,0,2,17,4.9,85,"0"
"91971",13,0,1,17,6.2,98,"0"
"91972",8,0,2,18,6.1,87,"0"
"91973",8,0,1,18,6.5,100,"1"
"91974",13,0,2,17,5.7,92,"0"
"91975",10,0,2,35,4.7,72,"0"
"91976",16,0,1,17,6,90,"0"
"91977",10,0,1,17,5.3,95,"0"
"91978",5,0,1,19,4.6,86,"0"
"91979",9,0,1,17,5.5,98,"0"
"91980",16,0,1,18,6.4,98,"0"
"91981",10,0,2,17,5.9,95,"0"
"91982",2,0,2,18,6.3,99,"0"
"91983",13,0,2,17,5.1,77,"0"
"91984",6,0,1,17,5.4,96,"0"
"91985",5,0,2,17,7,96,"0"
"91986",13,0,2,17,5.4,93,"0"
"91987",9,0,2,18,6.1,90,"0"
"91988",5,0,2,17,6.1,91,"0"
"91989",13,0,2,17,5.5,61,"0"
"91990",10,0,1,18,6.3,95,"0"
"91991",13,0,2,19,5.2,81,"0"
"91992",6,0,2,17,6,89,"0"
"91993",8,0,1,17,6.3,90,"0"
"91994",14,0,1,18,5.9,80,"0"
"91995",15,0,2,17,6.8,98,"1"
"91996",13,0,2,20,4.6,98,"0"
"91997",13,0,2,17,6.2,96,"0"
"91998",13,0,1,18,5.8,82,"0"
"91999",13,0,2,17,6.3,99,"0"
"92000",9,0,2,17,5.7,99,"1"
"92001",13,0,1,17,5.3,76,"0"
"92002",8,0,1,17,5.1,97,"0"
"92003",7,0,2,18,6,73,"0"
"92004",13,0,1,18,5,90,"0"
"92005",3,0,2,17,6.3,94,"0"
"92006",13,0,2,17,6.7,89,"0"
"92007",9,0,2,17,6.9,100,"1"
"92008",9,0,2,17,6.9,100,"1"
"92009",9,0,2,17,6.9,100,"1"
"92010",9,0,2,17,6.9,100,"1"
"92011",13,0,2,18,6.5,91,"0"
"92012",13,0,1,18,5.3,81,"0"
"92013",13,0,2,18,5.5,82,"0"
"92014",13,0,1,18,5.1,85,"0"
"92015",5,0,1,20,4.2,84,"0"
"92016",13,0,1,17,5.8,49,"0"
"92017",13,0,1,18,5.6,90,"0"
"92018",2,0,1,17,6.4,91,"0"
"92019",8,0,2,17,6.2,92,"0"
"92020",5,0,1,18,5.4,92,"0"
"92021",2,0,1,18,4.8,98,"0"
"92022",13,0,2,17,6.1,85,"0"
"92023",13,0,2,17,6,80,"0"
"92024",10,0,2,17,6.3,90,"0"
"92025",10,0,2,17,5.9,85,"0"
"92026",7,0,2,17,6.7,91,"0"
"92027",7,0,1,17,5.4,96,"0"
"92028",5,0,2,27,5.8,93,"0"
"92029",5,0,2,18,6.1,96,"0"
"92030",13,0,2,17,6,97,"0"
"92031",8,0,1,17,5.9,97,"0"
"92032",13,0,2,17,5.8,95,"0"
"92033",13,0,2,17,5.9,33,"0"
"92034",13,0,2,17,5.5,100,"0"
"92035",13,0,1,17,5.5,93,"0"
"92036",8,0,2,17,6.2,87,"0"
"92037",8,0,1,17,5.4,96,"0"
"92038",1,0,1,19,4.7,86,"0"
"92039",10,0,2,17,5.7,88,"0"
"92040",13,0,2,17,5.8,95,"0"
"92041",8,0,1,17,5.1,93,"0"
"92042",3,0,1,20,5.2,85,"0"
"92043",9,0,1,18,6,91,"0"
"92044",5,0,2,32,5.8,85,"0"
"92045",9,0,2,17,6,97,"0"
"92046",8,0,2,17,5.8,87,"0"
"92047",2,0,1,17,6.5,100,"0"
"92048",13,0,1,17,5.2,92,"0"
"92049",10,0,1,17,5.8,98,"0"
"92050",13,0,2,17,6.2,98,"0"
"92051",8,0,2,18,6.5,99,"0"
"92052",13,0,2,17,5.7,86,"0"
"92053",9,0,2,17,6,99,"0"
"92054",5,0,1,18,6.4,92,"0"
"92055",13,0,1,18,6.7,95,"0"
"92056",6,0,2,18,6,89,"0"
"92057",14,0,2,18,4.9,78,"0"
"92058",5,0,1,18,4.3,93,"0"
"92059",8,0,1,17,6.6,96,"0"
"92060",13,0,2,18,5,86,"0"
"92061",13,0,1,17,5.4,88,"0"
"92062",8,0,1,17,6.4,95,"0"
"92063",6,0,1,19,5.6,87,"0"
"92064",7,0,2,17,4.8,92,"0"
"92065",13,0,1,17,5.8,88,"0"
"92066",16,0,1,18,5.8,97,"0"
"92067",10,0,2,18,5.7,97,"0"
"92068",13,0,2,17,5.5,97,"0"
"92069",13,0,1,18,6.2,97,"0"
"92070",5,0,2,20,5,68,"0"
"92071",13,0,2,17,6.6,96,"0"
"92072",13,0,1,18,5.5,85,"0"
"92073",8,0,2,23,4.8,98,"0"
"92074",2,0,2,17,6.8,94,"0"
"92075",6,0,2,17,5.6,99,"0"
"92076",5,0,2,18,5.5,97,"0"
"92077",5,0,2,18,5.5,97,"0"
"92078",5,0,2,18,5.5,97,"0"
"92079",5,0,2,18,5.5,97,"0"
"92080",4,0,1,17,6.6,92,"0"
"92081",3,0,2,17,5.4,91,"0"
"92082",3,0,2,17,5.7,95,"0"
"92083",13,0,1,17,5.9,99,"0"
"92084",13,0,2,19,5,94,"0"
"92085",5,0,1,17,6.3,87,"0"
"92086",13,0,2,18,6.5,84,"0"
"92087",2,0,1,17,6.1,97,"0"
"92088",2,0,1,17,6.1,97,"0"
"92089",2,0,1,17,6.1,97,"0"
"92090",2,0,1,17,6.1,97,"0"
"92091",13,0,2,19,4.8,100,"0"
"92092",13,0,1,17,5.6,97,"0"
"92093",14,0,1,17,5.5,92,"0"
"92094",8,0,1,17,5.5,92,"0"
"92095",9,0,2,17,6.1,94,"0"
"92096",16,0,1,17,5.8,97,"0"
"92097",13,0,1,17,6,87,"0"
"92098",13,0,2,17,6.7,96,"0"
"92099",7,0,2,17,6,89,"0"
"92100",9,0,2,17,6.6,100,"0"
"92101",13,0,2,17,5.3,92,"0"
"92102",7,0,1,17,6.4,97,"0"
"92103",7,0,1,17,6.4,97,"0"
"92104",7,0,1,17,6.4,97,"0"
"92105",7,0,1,17,6.4,97,"0"
"92106",7,1,1,17,5.6,94,"0"
"92107",13,0,1,18,5.1,90,"0"
"92108",5,0,2,17,5.9,100,"0"
"92109",12,0,1,17,6.3,95,"0"
"92110",13,0,1,18,5.9,97,"0"
"92111",3,0,1,17,5.7,95,"0"
"92112",13,0,2,18,5.3,71,"0"
"92113",13,0,2,17,5.7,98,"0"
"92114",13,0,1,17,6.8,99,"0"
"92115",13,0,2,17,5.7,87,"0"
"92116",3,0,1,17,5.8,81,"0"
"92117",8,0,2,17,6.5,90,"0"
"92118",8,0,1,17,5.9,95,"0"
"92119",9,0,2,17,6.8,98,"0"
"92120",5,0,2,22,6.9,83,"0"
"92121",13,0,1,17,6.2,93,"0"
"92122",5,0,2,17,5.9,99,"0"
"92123",7,0,2,17,5.5,87,"0"
"92124",13,0,2,17,6,99,"1"
"92125",4,0,2,17,6.8,98,"0"
"92126",4,0,2,17,5.8,96,"0"
"92127",5,0,2,22,4.9,73,"0"
"92128",13,0,2,22,5,47,"0"
"92129",7,0,2,29,6,100,"0"
"92130",13,0,2,17,6.4,95,"0"
"92131",11,0,2,17,5.8,81,"1"
"92132",7,0,2,17,5.9,99,"0"
"92133",13,0,1,17,5.5,99,"0"
"92134",13,0,2,17,6.3,97,"0"
"92135",5,0,1,17,6.7,94,"0"
"92136",13,0,1,17,5.6,87,"0"
"92137",13,0,1,17,5.5,100,"0"
"92138",5,0,2,17,6.1,93,"1"
"92139",13,0,2,18,6,89,"0"
"92140",2,0,1,17,6.1,97,"0"
"92141",6,0,2,17,6,95,"0"
"92142",8,0,1,17,6.2,92,"1"
"92143",9,0,2,17,6.3,93,"0"
"92144",9,0,2,17,6.6,93,"0"
"92145",13,0,2,17,6.5,98,"0"
"92146",3,0,2,17,5.4,98,"0"
"92147",3,0,2,17,6,92,"0"
"92148",13,0,2,17,5.3,99,"0"
"92149",16,0,1,17,6.1,98,"0"
"92150",8,0,1,17,5.7,88,"0"
"92151",14,0,1,17,5.1,91,"0"
"92152",14,1,1,17,6.1,97,"0"
"92153",16,0,1,17,5.9,98,"0"
"92154",5,0,2,17,6.1,90,"0"
"92155",5,0,2,17,6,96,"0"
"92156",13,0,1,17,6.9,92,"0"
"92157",2,0,2,17,5.6,100,"0"
"92158",13,0,2,18,5.9,85,"0"
"92159",13,0,1,17,6.3,96,"0"
"92160",16,0,1,18,5.8,90,"0"
"92161",13,0,1,18,5.6,96,"0"
"92162",5,0,2,18,6,99,"0"
"92163",8,0,1,17,5.9,90,"0"
"92164",9,0,2,18,5.3,90,"0"
"92165",2,0,1,17,5.8,99,"0"
"92166",2,0,1,17,4.7,93,"0"
"92167",13,0,2,18,5.5,90,"0"
"92168",13,0,2,18,5.4,94,"1"
"92169",2,0,2,18,5.8,89,"0"
"92170",13,0,1,18,5.8,91,"0"
"92171",13,0,2,17,6.6,98,"0"
"92172",13,0,1,18,6.1,95,"0"
"92173",14,0,2,17,5.4,89,"0"
"92174",2,0,2,17,5.6,98,"0"
"92175",9,0,2,33,6.2,97,"0"
"92176",13,0,1,17,5.4,92,"0"
"92177",10,0,2,17,6.5,92,"0"
"92178",13,0,1,17,5.2,84,"0"
"92179",9,0,2,17,6.8,93,"0"
"92180",6,0,2,17,5.2,88,"0"
"92181",13,0,2,17,5.4,96,"0"
"92182",5,0,1,18,5.9,69,"0"
"92183",4,0,1,18,6.7,94,"0"
"92184",6,0,2,17,5.6,86,"0"
"92185",13,0,2,17,5.7,79,"0"
"92186",13,0,2,17,5.8,98,"0"
"92187",6,0,1,17,6.1,95,"0"
"92188",13,0,1,17,6,94,"0"
"92189",13,0,1,17,5.8,95,"0"
"92190",13,0,1,17,7,95,"0"
"92191",13,0,1,17,5.1,93,"0"
"92192",9,0,2,17,6,89,"0"
"92193",10,0,2,17,6,98,"0"
"92194",3,0,2,17,5.7,90,"1"
"92195",10,0,2,17,6.8,100,"0"
"92196",14,0,2,17,5.8,88,"0"
"92197",3,0,2,18,5,79,"0"
"92198",13,0,2,17,6.4,91,"0"
"92199",10,0,2,17,6.2,96,"0"
"92200",8,0,1,18,5.6,96,"0"
"92201",13,0,1,18,6.4,89,"1"
"92202",2,0,1,18,6.7,98,"0"
"92203",4,0,1,18,6.7,97,"0"
"92204",13,0,2,17,6.3,93,"0"
"92205",14,0,1,18,5.6,96,"0"
"92206",13,1,1,17,6.2,89,"0"
"92207",8,0,1,18,5.1,95,"0"
"92208",8,0,2,17,5.1,85,"0"
"92209",5,0,1,17,5.2,86,"0"
"92210",8,0,2,17,6.2,90,"0"
"92211",13,0,1,17,6,96,"0"
"92212",13,0,1,17,4.8,98,"0"
"92213",10,0,2,17,6.2,86,"0"
"92214",13,0,1,17,6.2,95,"0"
"92215",13,0,2,17,6.4,90,"0"
"92216",5,0,1,17,5.8,95,"0"
"92217",3,0,1,17,5.6,96,"0"
"92218",13,0,2,17,5.3,96,"0"
"92219",9,0,2,17,6.5,98,"0"
"92220",4,0,2,18,5.8,86,"0"
"92221",13,0,2,17,6,99,"0"
"92222",9,0,2,17,5.9,92,"1"
"92223",3,0,2,17,6.5,98,"0"
"92224",1,0,1,19,5.1,89,"0"
"92225",7,0,2,18,6.7,97,"0"
"92226",16,0,1,18,5.1,93,"0"
"92227",14,0,1,17,5.2,88,"0"
"92228",13,0,2,18,5.6,90,"0"
"92229",1,0,2,17,6.9,91,"0"
"92230",1,1,1,17,6.2,100,"0"
"92231",13,0,1,17,5.9,93,"0"
"92232",13,0,2,17,5.7,74,"0"
"92233",14,0,2,17,6.9,81,"0"
"92234",13,0,2,19,5.7,98,"0"
"92235",13,0,2,17,6.5,99,"0"
"92236",13,0,2,17,6.1,91,"1"
"92237",14,0,1,17,6.2,93,"0"
"92238",13,0,2,18,6.6,85,"0"
"92239",13,0,2,29,5.2,67,"0"
"92240",11,0,1,20,5.6,88,"0"
"92241",5,0,1,18,5.3,97,"0"
